id,sub,sub_code,college
1004,020205,产业经济学,西安交通大学
1005,020206,国际贸易学,对外经济贸易大学
1006,020206,国际贸易学,湖南大学
1007,020207,劳动经济学,首都经济贸易大学
1008,020208,统计学,天津财经大学
1009,020208,统计学,西南财经大学
1010,020209,数量经济学,清华大学
1011,020209,数量经济学,吉林大学
1012,020209,数量经济学,华侨大学
1013,020210,国防经济,国防大学
1014,020210,国防经济,军事经济学院
1015,0301,法学,北京大学
1016,0301,法学,中国人民大学
1017,0301,法学,中国政法大学
1018,030101,法学理论,吉林大学
1019,030102,法律史,华东政法大学
1020,030103,宪法学与行政法学,浙江大学
1021,030104,刑法学,吉林大学
1022,030105,民商法学,中南财经政法大学
1023,030106,诉讼法学,西南政法大学
1024,030107,经济法学,西南政法大学
1025,030108,环境与资源保护法学,武汉大学
1026,030109,国际法学,对外经济贸易大学
1027,030109,国际法学,厦门大学
1028,030109,国际法学,武汉大学
1029,0302,政治学,北京大学
1030,030201,政治学理论,南开大学
1031,030201,政治学理论,天津师范大学
1032,030201,政治学理论,吉林大学
1033,030201,政治学理论,复旦大学
1034,030202,中外政治制度,华中师范大学
1035,030203,科学社会主义与国际共产主义运动,山东大学
1036,030203,科学社会主义与国际共产主义运动,华中师范大学
1037,030203,科学社会主义与国际共产主义运动,中共中央党校
1038,030204,中共党史,中国人民大学
1039,030204,中共党史,中共中央党校
1040,030206,国际政治,中国人民大学
1041,030207,国际关系,复旦大学
1042,0303,社会学,北京大学
1043,0303,社会学,中国人民大学
1044,0303,社会学,上海大学
1045,0303,社会学,南京大学
1046,030303,人类学,中山大学
1047,030304,民俗学,北京师范大学
1048,0304,民族学,中央民族大学
1049,0304,民族学,云南大学
1050,0304,民族学,兰州大学
1051,0401,教育学,北京师范大学
1052,0401,教育学,华东师范大学
1053,040101,教育学原理,东北师范大学
1054,040101,教育学原理,南京师范大学
1055,040101,教育学原理,华中师范大学
1056,040102,课程与教学论,西南大学
1057,040103,教育史,浙江大学
1058,040105,学前教育学,南京师范大学
1059,040106,高等教育学,厦门大学
1060,040106,高等教育学,华中科技大学
1061,040110,教育技术学,华南师范大学
1062,0402,心理学,北京师范大学
1063,040201,基础心理学,北京大学
1064,040201,基础心理学,华东师范大学
1065,040201,基础心理学,西南大学
1066,040202,发展与教育心理学,天津师范大学
1067,040202,发展与教育心理学,华南师范大学
1068,040203,应用心理学,浙江大学
1069,0403,体育学,北京体育大学
1070,0501,中国语言文学,北京大学
1071,0501,中国语言文学,北京师范大学
1072,0501,中国语言文学,复旦大学
1073,0501,中国语言文学,南京大学
1074,0501,中国语言文学,四川大学
1075,050102,语言学及应用语言学,北京语言大学
1076,050103,汉语言文字学,安徽大学
1077,050103,汉语言文字学,华中师范大学
1078,050104,中国古典文献学,浙江大学
1079,050105,中国古代文学,首都师范大学
1080,050105,中国古代文学,南开大学
1081,050105,中国古代文学,华东师范大学
1082,050105,中国古代文学,中山大学
1083,050105,中国古代文学,陕西师范大学
1084,050106,中国现当代文学,南京师范大学
1085,050106,中国现当代文学,福建师范大学
1086,050106,中国现当代文学,山东师范大学
1087,050106,中国现当代文学,武汉大学
1088,050107,中国少数民族语言文学,中央民族大学
1089,050107,中国少数民族语言文学,内蒙古大学
1090,050107,中国少数民族语言文学,新疆大学
1091,050108,比较文学与世界文学,上海师范大学
1092,050201,英语语言文学,北京大学
1093,050201,英语语言文学,北京外国语大学
1094,050201,英语语言文学,上海外国语大学
1095,050201,英语语言文学,南京大学
1096,050201,英语语言文学,湖南师范大学
1097,050201,英语语言文学,中山大学
1098,050201,英语语言文学,解放军外国语学院
1099,050202,俄语语言文学,黑龙江大学
1100,050202,俄语语言文学,上海外国语大学
1101,050202,俄语语言文学,解放军外国语学院
1102,050204,德语语言文学,北京外国语大学
1103,050206,印度语言文学,北京大学
1104,050210,亚非语言文学,延边大学
1105,050211,外国语言学及应用语言学,北京外国语大学
1106,050211,外国语言学及应用语言学,广东外语外贸大学
1107,0503,新闻传播学,中国人民大学
1108,0503,新闻传播学,复旦大学
1109,050301,新闻学,中国传媒大学
1110,050401,艺术学,东南大学
1111,050402,音乐学,中央音乐学院
1112,050402,音乐学,上海音乐学院
1113,050403,美术学,中国美术学院
1114,050403,美术学,中央美术学院
1115,050404,设计艺术学,清华大学
1116,050405,戏剧戏曲学,中央戏剧学院
1117,050405,戏剧戏曲学,上海戏剧学院
1118,050407,广播电视艺术学,中国传媒大学
1119,0601,历史学,北京大学
1120,0601,历史学,南开大学
1121,060101,史学理论及史学史,北京师范大学
1122,060102,考古学及博物馆学,吉林大学
1123,060103,历史地理学,复旦大学
1124,060103,历史地理学,陕西师范大学
1125,060104,历史文献学,四川大学
1126,060105,专门史,清华大学
1127,060105,专门史,厦门大学
1128,060105,专门史,四川大学
1129,060105,专门史,云南大学
1130,060105,专门史,西北大学
1131,060106,中国古代史,中国人民大学
1132,060106,中国古代史,北京师范大学
1133,060106,中国古代史,山东大学
1134,060106,中国古代史,武汉大学
1135,060106,中国古代史,中山大学
1136,060106,中国古代史,陕西师范大学
1137,060107,中国近现代史,中国人民大学
1138,060107,中国近现代史,复旦大学
1139,060107,中国近现代史,华中师范大学
1140,060107,中国近现代史,湖南师范大学
1141,060107,中国近现代史,中山大学
1142,060108,世界史,首都师范大学
1143,060108,世界史,东北师范大学
1144,060108,世界史,南京大学
1145,060108,世界史,武汉大学
1146,0701,数学,北京大学
1147,0701,数学,清华大学
1148,0701,数学,北京师范大学
1149,0701,数学,南开大学
1150,0701,数学,吉林大学
1151,0701,数学,复旦大学
1152,0701,数学,南京大学
1153,0701,数学,浙江大学
1154,0701,数学,中国科学技术大学
1155,0701,数学,山东大学
1156,0701,数学,四川大学
1157,070101,基础数学,首都师范大学
1158,070101,基础数学,华东师范大学
1159,070101,基础数学,厦门大学
1160,070101,基础数学,武汉大学
1161,070101,基础数学,中山大学
1162,070102,计算数学,大连理工大学
1163,070102,计算数学,湘潭大学
1164,070102,计算数学,西安交通大学
1165,070103,概率论与数理统计,中南大学
1166,070104,应用数学,新疆大学
1167,0702,物理学,北京大学
1168,0702,物理学,清华大学
1169,0702,物理学,复旦大学
1170,0702,物理学,南京大学
1171,0702,物理学,中国科学技术大学
1172,070201,理论物理,北京师范大学
1173,070201,理论物理,浙江大学
1174,070201,理论物理,华中师范大学
1175,070201,理论物理,湖南师范大学
1176,070202,粒子物理与原子核物理,山东大学
1177,070202,粒子物理与原子核物理,兰州大学
1178,070203,原子与分子物理,吉林大学
1179,070203,原子与分子物理,四川大学
1180,070203,原子与分子物理,国防科学技术大学
1181,070204,等离子体物理,大连理工大学
1182,070205,凝聚态物理,吉林大学
1183,070205,凝聚态物理,上海交通大学
1184,070205,凝聚态物理,浙江大学
1185,070205,凝聚态物理,厦门大学
1186,070205,凝聚态物理,山东大学
1187,070205,凝聚态物理,郑州大学
1188,070205,凝聚态物理,武汉大学
1189,070205,凝聚态物理,中山大学
1190,070207,光学,北京工业大学
1191,070207,光学,南开大学
1192,070207,光学,山西大学
1193,070207,光学,哈尔滨工业大学
1194,070207,光学,上海交通大学
1195,070207,光学,华东师范大学
1196,070207,光学,华南师范大学
1197,070208,无线电物理,武汉大学
1198,0703,化学,北京大学
1199,0703,化学,南开大学
1200,0703,化学,吉林大学
1201,0703,化学,复旦大学
1202,0703,化学,南京大学
1203,0703,化学,浙江大学
1204,0703,化学,中国科学技术大学
1205,0703,化学,厦门大学
1206,070301,无机化学,中山大学
1207,070302,分析化学,清华大学
1208,070302,分析化学,武汉大学
1209,070302,分析化学,湖南大学
1210,070303,有机化学,四川大学
1211,070303,有机化学,兰州大学
1212,070304,物理化学,北京师范大学
1213,070304,物理化学,福州大学
1214,070304,物理化学,山东大学
1215,070305,高分子化学与物理,中山大学
1216,0704,天文学,南京大学
1217,070401,天体物理,北京大学
1218,070401,天体物理,中国科学技术大学
1219,0705,地理学,北京大学
1220,0705,地理学,北京师范大学
1221,0705,地理学,华东师范大学
1222,070501,自然地理学,南京大学
1223,070501,自然地理学,兰州大学
1224,070502,人文地理学,中山大学
1225,070503,地图学与地理信息系统,南京师范大学
1226,070503,地图学与地理信息系统,武汉大学
1227,0706,大气科学,北京大学
1228,070601,气象学,南京大学
1229,070601,气象学,南京信息工程大学
1230,0707,海洋科学,厦门大学
1231,0707,海洋科学,中国海洋大学
1232,070704,海洋地质,同济大学
1233,0708,地球物理学,中国科学技术大学
1234,070801,固体地球物理学,北京大学
1235,0709,地质学,南京大学
1236,0709,地质学,中国地质大学
1237,0709,地质学,西北大学
1238,070902,地球化学,中国科学技术大学
1239,070904,构造地质学,北京大学
1240,0710,生物学,北京大学
1241,0710,生物学,清华大学
1242,0710,生物学,复旦大学
1243,0710,生物学,南京大学
1244,0710,生物学,中国科学技术大学
1245,0710,生物学,武汉大学
1246,0710,生物学,中山大学
1247,071001,植物学,中国农业大学
1248,071001,植物学,北京林业大学
1249,071001,植物学,首都师范大学
1250,071001,植物学,东北林业大学
1251,071001,植物学,浙江大学
1252,071001,植物学,四川大学
1253,071001,植物学,西北大学
1254,071001,植物学,兰州大学
1255,071002,动物学,南开大学
1256,071002,动物学,内蒙古大学
1257,071002,动物学,南京师范大学
1258,071002,动物学,厦门大学
1259,071003,生理学,山西医科大学
1260,071003,生理学,西安交通大学
1261,071003,生理学,第二军医大学
1262,071004,水生生物学,厦门大学
1263,071004,水生生物学,暨南大学
1264,071005,微生物学,中国农业大学
1265,071005,微生物学,南开大学
1266,071005,微生物学,山东大学
1267,071005,微生物学,华中农业大学
1268,071005,微生物学,云南大学
1269,071006,神经生物学,首都医科大学
1270,071006,神经生物学,第四军医大学
1271,071007,遗传学,上海交通大学
1272,071007,遗传学,中南大学
1273,071007,遗传学,四川大学
1274,071007,遗传学,第二军医大学
1275,071008,发育生物学,湖南师范大学
1276,071009,细胞生物学,北京师范大学
1277,071009,细胞生物学,河北师范大学
1278,071009,细胞生物学,东北师范大学
1279,071009,细胞生物学,厦门大学
1280,071009,细胞生物学,第四军医大学
1281,071010,生物化学与分子生物学,中国农业大学
1282,071010,生物化学与分子生物学,吉林大学
1283,071010,生物化学与分子生物学,上海交通大学
1284,071010,生物化学与分子生物学,华中农业大学
1285,071010,生物化学与分子生物学,第四军医大学
1286,071011,生物物理学,浙江大学
1287,071011,生物物理学,华中科技大学
1288,071012,生态学,北京师范大学
1289,071012,生态学,东北师范大学
1290,071012,生态学,东北林业大学
1291,071012,生态学,华东师范大学
1292,071012,生态学,南京林业大学
1293,071012,生态学,浙江大学
1294,071012,生态学,云南大学
1295,071012,生态学,兰州大学
1296,071101,系统理论,北京师范大学
1297,071200,科学技术史,北京科技大学
1298,071200,科学技术史,中国科学技术大学
1299,0801,力学,北京大学
1300,0801,力学,清华大学
1301,0801,力学,北京航空航天大学
1302,0801,力学,大连理工大学
1303,0801,力学,哈尔滨工业大学
1304,0801,力学,上海交通大学
1305,0801,力学,南京航空航天大学
1306,0801,力学,中国科学技术大学
1307,080101,一般力学与力学基础,湘潭大学
1308,080102,固体力学,浙江大学
1309,080102,固体力学,四川大学
1310,080102,固体力学,西安交通大学
1311,080102,固体力学,西北工业大学
1312,080102,固体力学,兰州大学
1313,080103,流体力学,天津大学
1314,080103,流体力学,上海大学
1315,080104,工程力学,北京理工大学
1316,080104,工程力学,同济大学
1317,080104,工程力学,中国矿业大学
1318,080104,工程力学,河海大学
1319,0802,机械工程,清华大学
1320,0802,机械工程,北京航空航天大学
1321,0802,机械工程,北京理工大学
1322,0802,机械工程,吉林大学
1323,0802,机械工程,哈尔滨工业大学
1324,0802,机械工程,燕山大学
1325,0802,机械工程,上海交通大学
1326,0802,机械工程,浙江大学
1327,0802,机械工程,华中科技大学
1328,0802,机械工程,湖南大学
1329,0802,机械工程,中南大学
1330,0802,机械工程,重庆大学
1331,0802,机械工程,西南交通大学
1332,0802,机械工程,西安交通大学
1333,080201,机械制造及其自动化,大连理工大学
1334,080201,机械制造及其自动化,南京航空航天大学
1335,080201,机械制造及其自动化,山东大学
1336,080201,机械制造及其自动化,武汉理工大学
1337,080202,机械电子工程,上海大学
1338,080202,机械电子工程,西北工业大学
1339,080202,机械电子工程,国防科学技术大学
1340,080203,机械设计及理论,北京科技大学
1341,080203,机械设计及理论,天津大学
1342,080203,机械设计及理论,东北大学
1343,080203,机械设计及理论,同济大学
1344,080203,机械设计及理论,中国矿业大学
1345,080203,机械设计及理论,合肥工业大学
1346,0803,光学工程,清华大学
1347,0803,光学工程,北京理工大学
1348,0803,光学工程,南开大学
1349,0803,光学工程,天津大学
1350,0803,光学工程,长春理工大学
1351,0803,光学工程,南京理工大学
1352,0803,光学工程,浙江大学
1353,0803,光学工程,华中科技大学
1354,0803,光学工程,国防科学技术大学
1355,0804,仪器科学与技术,北京航空航天大学
1356,0804,仪器科学与技术,天津大学
1357,0804,仪器科学与技术,哈尔滨工业大学
1358,080401,精密仪器及机械,清华大学
1359,080401,精密仪器及机械,重庆大学
1360,0805,材料科学与工程,清华大学
1361,0805,材料科学与工程,北京航空航天大学
1362,0805,材料科学与工程,北京科技大学
1363,0805,材料科学与工程,天津大学
1364,0805,材料科学与工程,东北大学
1365,0805,材料科学与工程,哈尔滨工业大学
1366,0805,材料科学与工程,上海交通大学
1367,0805,材料科学与工程,浙江大学
1368,0805,材料科学与工程,山东大学
1369,0805,材料科学与工程,华中科技大学
1370,0805,材料科学与工程,武汉理工大学
1371,0805,材料科学与工程,中南大学
1372,0805,材料科学与工程,华南理工大学
1373,0805,材料科学与工程,四川大学
1374,0805,材料科学与工程,西安交通大学
1375,0805,材料科学与工程,西北工业大学
1376,080501,材料物理与化学,河北工业大学
1377,080501,材料物理与化学,南京大学
1378,080501,材料物理与化学,南昌大学
1379,080502,材料学,北京工业大学
1380,080502,材料学,北京化工大学
1381,080502,材料学,燕山大学
1382,080502,材料学,同济大学
1383,080502,材料学,东华大学
1384,080502,材料学,南京理工大学
1385,080502,材料学,重庆大学
1386,080503,材料加工工程,太原理工大学
1387,080503,材料加工工程,吉林大学
1388,080503,材料加工工程,郑州大学
1389,080601,冶金工程,北京科技大学
1390,080601,冶金工程,东北大学
1391,080602,钢铁冶金,上海大学
1392,080603,有色金属冶金,中南大学
1393,080603,有色金属冶金,昆明理工大学
1394,0807,动力工程及工程热物理,清华大学
1395,0807,动力工程及工程热物理,哈尔滨工业大学
1396,0807,动力工程及工程热物理,上海交通大学
1397,0807,动力工程及工程热物理,浙江大学
1398,0807,动力工程及工程热物理,华中科技大学
1399,0807,动力工程及工程热物理,西安交通大学
1400,080701,工程热物理,重庆大学
1401,080702,热能工程,北京科技大学
1402,080702,热能工程,华北电力大学
1403,080702,热能工程,东南大学
1404,080703,动力机械及工程,北京理工大学
1405,080703,动力机械及工程,天津大学
1406,080704,流体机械及工程,江苏大学
1407,080706,化工过程机械,北京化工大学
1408,080706,化工过程机械,华东理工大学
1409,0808,电气工程,清华大学
1410,0808,电气工程,浙江大学
1411,0808,电气工程,华中科技大学
1412,0808,电气工程,重庆大学
1413,0808,电气工程,西安交通大学
1414,080801,电机与电器,河北工业大学
1415,080801,电机与电器,沈阳工业大学
1416,080801,电机与电器,哈尔滨工业大学
1417,080802,电力系统及其自动化,天津大学
1418,080802,电力系统及其自动化,华北电力大学
1419,080802,电力系统及其自动化,西南交通大学
1420,080802,电力系统及其自动化,海军工程大学
1421,080803,高电压与绝缘技术,哈尔滨理工大学
1422,080804,电力电子与电力传动,中国矿业大学
1423,080804,电力电子与电力传动,合肥工业大学
1424,0809,电子科学与技术,北京大学
1425,0809,电子科学与技术,清华大学
1426,0809,电子科学与技术,北京邮电大学
1427,0809,电子科学与技术,复旦大学
1428,0809,电子科学与技术,东南大学
1429,0809,电子科学与技术,电子科技大学
1430,0809,电子科学与技术,西安电子科技大学
1431,080901,物理电子学,北京理工大学
1432,080901,物理电子学,哈尔滨工业大学
1433,080902,电路与系统,西北工业大学
1434,080903,微电子学与固体电子学,天津大学
1435,080903,微电子学与固体电子学,吉林大学
1436,080903,微电子学与固体电子学,南京大学
1437,080903,微电子学与固体电子学,华中科技大学
1438,080903,微电子学与固体电子学,西安交通大学
1439,080904,电磁场与微波技术,北京航空航天大学
1440,080904,电磁场与微波技术,上海交通大学
1441,080904,电磁场与微波技术,南京理工大学
1442,0810,信息与通信工程,清华大学
1443,0810,信息与通信工程,北京交通大学
1444,0810,信息与通信工程,北京理工大学
1445,0810,信息与通信工程,北京邮电大学
1446,0810,信息与通信工程,东南大学
1447,0810,信息与通信工程,电子科技大学
1448,0810,信息与通信工程,西安电子科技大学
1449,0810,信息与通信工程,国防科学技术大学
1450,081001,通信与信息系统,北京大学
1451,081001,通信与信息系统,北京航空航天大学
1452,081001,通信与信息系统,天津大学
1453,081001,通信与信息系统,哈尔滨工业大学
1454,081001,通信与信息系统,上海交通大学
1455,081001,通信与信息系统,浙江大学
1456,081001,通信与信息系统,中国科学技术大学
1457,081001,通信与信息系统,华南理工大学
1458,081001,通信与信息系统,解放军信息工程大学
1459,081001,通信与信息系统,解放军理工大学
1460,0811,控制科学与工程,清华大学
1461,0811,控制科学与工程,北京航空航天大学
1462,0811,控制科学与工程,东北大学
1463,0811,控制科学与工程,哈尔滨工业大学
1464,0811,控制科学与工程,上海交通大学
1465,0811,控制科学与工程,浙江大学
1466,0811,控制科学与工程,华中科技大学
1467,0811,控制科学与工程,西安交通大学
1468,0811,控制科学与工程,国防科学技术大学
1469,081101,控制理论与控制工程,北京理工大学
1470,081101,控制理论与控制工程,同济大学
1471,081101,控制理论与控制工程,华东理工大学
1472,081101,控制理论与控制工程,东南大学
1473,081101,控制理论与控制工程,山东大学
1474,081101,控制理论与控制工程,湖南大学
1475,081101,控制理论与控制工程,中南大学
1476,081101,控制理论与控制工程,西北工业大学
1477,081102,检测技术与自动化装置,天津大学
1478,081104,模式识别与智能系统,南京理工大学
1479,081105,导航、制导与控制,哈尔滨工程大学
1480,081105,导航、制导与控制,第二炮兵工程学院
1481,0812,计算机科学与技术,北京大学
1482,0812,计算机科学与技术,清华大学
1483,0812,计算机科学与技术,北京航空航天大学
1484,0812,计算机科学与技术,哈尔滨工业大学
1485,0812,计算机科学与技术,上海交通大学
1486,0812,计算机科学与技术,南京大学
1487,0812,计算机科学与技术,国防科学技术大学
1488,081201,计算机系统结构,华中科技大学
1489,081202,计算机软件与理论,吉林大学
1490,081202,计算机软件与理论,复旦大学
1491,081202,计算机软件与理论,中国科学技术大学
1492,081202,计算机软件与理论,武汉大学
1493,081203,计算机应用技术,东北大学
1494,081203,计算机应用技术,东南大学
1495,081203,计算机应用技术,浙江大学
1496,081203,计算机应用技术,安徽大学
1497,081203,计算机应用技术,四川大学
1498,081203,计算机应用技术,西北工业大学
1499,0813,建筑学,清华大学
1500,0813,建筑学,天津大学
1501,0813,建筑学,同济大学
1502,0813,建筑学,东南大学
1503,081302,建筑设计及其理论,西安建筑科技大学
1504,081303,城市规划与设计,重庆大学
1505,0814,土木工程,清华大学
1506,0814,土木工程,哈尔滨工业大学
1507,0814,土木工程,同济大学
1508,0814,土木工程,浙江大学
1509,0814,土木工程,湖南大学
1510,0814,土木工程,中南大学
1511,081401,岩土工程,中国矿业大学
1512,081401,岩土工程,河海大学
1513,081401,岩土工程,四川大学
1514,081401,岩土工程,重庆大学
1515,081402,结构工程,北京工业大学
1516,081402,结构工程,天津大学
1517,081402,结构工程,大连理工大学
1518,081402,结构工程,东南大学
1519,081402,结构工程,广西大学
1520,081402,结构工程,西安建筑科技大学
1521,081405,防灾减灾工程及防护工程,解放军理工大学
1522,081406,桥梁与隧道工程,北京交通大学
1523,081406,桥梁与隧道工程,西南交通大学
1524,0815,水利工程,清华大学
1525,0815,水利工程,天津大学
1526,0815,水利工程,大连理工大学
1527,0815,水利工程,河海大学
1528,0815,水利工程,武汉大学
1529,0815,水利工程,西安理工大学
1530,081502,水力学及河流动力学,四川大学
1531,081504,水利水电工程,华中科技大学
1532,0816,测绘科学与技术,武汉大学
1533,0816,测绘科学与技术,解放军信息工程大学
1534,081601,大地测量学与测量工程,同济大学
1535,0817,化学工程与技术,清华大学
1536,0817,化学工程与技术,北京化工大学
1537,0817,化学工程与技术,天津大学
1538,0817,化学工程与技术,大连理工大学
1539,0817,化学工程与技术,华东理工大学
1540,0817,化学工程与技术,南京工业大学
1541,081701,化学工程,浙江大学
1542,081701,化学工程,华南理工大学
1543,081701,化学工程,四川大学
1544,081702,化学工艺,太原理工大学
1545,081702,化学工艺,中国石油大学
1546,081704,应用化学,北京理工大学
1547,081704,应用化学,南京理工大学
1548,0818,地质资源与地质工程,吉林大学
1549,0818,地质资源与地质工程,中国地质大学
1550,0818,地质资源与地质工程,成都理工大学
1551,081801,矿产普查与勘探,中国矿业大学
1552,081801,矿产普查与勘探,西北大学
1553,081801,矿产普查与勘探,中国石油大学
1554,081802,地球探测与信息技术,中南大学
1555,081803,地质工程,长安大学
1556,0819,矿业工程,北京科技大学
1557,0819,矿业工程,中国矿业大学
1558,0819,矿业工程,中南大学
1559,081901,采矿工程,东北大学
1560,081901,采矿工程,重庆大学
1561,081903,安全技术及工程,西安科技大学
1562,0820,石油与天然气工程,大庆石油学院
1563,0820,石油与天然气工程,西南石油大学
1564,0820,石油与天然气工程,中国石油大学
1565,082003,油气储运工程,后勤工程学院
1566,0821,纺织科学与工程,东华大学
1567,082101,纺织工程,天津工业大学
1568,082101,纺织工程,苏州大学
1569,0822,轻工技术与工程,华南理工大学
1570,082203,发酵工程,天津科技大学
1571,082203,发酵工程,江南大学
1572,082204,皮革化学与工程,四川大学
1573,0823,交通运输工程,北京交通大学
1574,0823,交通运输工程,同济大学
1575,0823,交通运输工程,东南大学
1576,0823,交通运输工程,中南大学
1577,0823,交通运输工程,西南交通大学
1578,0823,交通运输工程,长安大学
1579,082302,交通信息工程及控制,大连海事大学
1580,0824,船舶与海洋工程,哈尔滨工程大学
1581,0824,船舶与海洋工程,上海交通大学
1582,0824,船舶与海洋工程,武汉理工大学
1583,082401,船舶与海洋结构物设计制造,大连理工大学
1584,082402,轮机工程,大连海事大学
1585,082402,轮机工程,海军工程大学
1586,082403,水声工程,西北工业大学
1587,0825,航空宇航科学与技术,北京航空航天大学
1588,0825,航空宇航科学与技术,南京航空航天大学
1589,0825,航空宇航科学与技术,西北工业大学
1590,082501,飞行器设计,哈尔滨工业大学
1591,082502,航空宇航推进理论与工程,国防科学技术大学
1592,082502,航空宇航推进理论与工程,空军工程大学
1593,0826,兵器科学与技术,北京理工大学
1594,0826,兵器科学与技术,南京理工大学
1595,0826,兵器科学与技术,军械工程学院
1596,082601,武器系统与运用工程,西北工业大学
1597,082602,兵器发射理论与技术,第二炮兵工程学院
1598,0827,核科学与技术,清华大学
1599,0827,核科学与技术,中国科学技术大学
1600,082701,核能科学与工程,西安交通大学
1601,082703,核技术及应用,北京大学
1602,082703,核技术及应用,四川大学
1603,0828,农业工程,中国农业大学
1604,082801,农业机械化工程,吉林大学
1605,082801,农业机械化工程,东北农业大学
1606,082801,农业机械化工程,浙江大学
1607,082802,农业水土工程,西北农林科技大学
1608,082804,农业电气化与自动化,江苏大学
1609,0829,林业工程,东北林业大学
1610,0829,林业工程,南京林业大学
1611,082902,木材科学与技术,北京林业大学
1612,082902,木材科学与技术,中南林业科技大学
1613,083001,环境科学,北京大学
1614,083001,环境科学,北京师范大学
1615,083001,环境科学,南开大学
1616,083001,环境科学,南京大学
1617,083001,环境科学,厦门大学
1618,083001,环境科学,中国海洋大学
1619,083002,环境工程,清华大学
1620,083002,环境工程,大连理工大学
1621,083002,环境工程,哈尔滨工业大学
1622,083002,环境工程,同济大学
1623,083002,环境工程,浙江大学
1624,083002,环境工程,湖南大学
1625,083002,环境工程,西安建筑科技大学
1626,0831,生物医学工程,清华大学
1627,0831,生物医学工程,上海交通大学
1628,0831,生物医学工程,东南大学
1629,0831,生物医学工程,浙江大学
1630,0831,生物医学工程,华中科技大学
1631,0831,生物医学工程,四川大学
1632,0831,生物医学工程,重庆大学
1633,0831,生物医学工程,西安交通大学
1634,0832,食品科学与工程,江南大学
1635,083201,食品科学,南昌大学
1636,083201,食品科学,华南理工大学
1637,083203,农产品加工及贮藏工程,中国农业大学
1638,083204,水产品加工及贮藏工程,中国海洋大学
1639,0901,作物学,中国农业大学
1640,0901,作物学,南京农业大学
1641,0901,作物学,河南农业大学
1642,0901,作物学,华中农业大学
1643,090101,作物栽培学与耕作学,沈阳农业大学
1644,090101,作物栽培学与耕作学,山东农业大学
1645,090101,作物栽培学与耕作学,湖南农业大学
1646,090101,作物栽培学与耕作学,扬州大学
1647,090102,作物遗传育种,浙江大学
1648,090102,作物遗传育种,华南农业大学
1649,090102,作物遗传育种,华南热带农业大学
1650,090102,作物遗传育种,四川农业大学
1651,0902,园艺学,浙江大学
1652,090201,果树学,中国农业大学
1653,090201,果树学,山东农业大学
1654,090201,果树学,华中农业大学
1655,090201,果树学,华南农业大学
1656,090201,果树学,西北农林科技大学
1657,090202,蔬菜学,沈阳农业大学
1658,090202,蔬菜学,南京农业大学
1659,0903,农业资源利用,中国农业大学
1660,0903,农业资源利用,南京农业大学
1661,0903,农业资源利用,浙江大学
1662,090301,土壤学,沈阳农业大学
1663,090301,土壤学,西北农林科技大学
1664,0904,植物保护,中国农业大学
1665,0904,植物保护,南京农业大学
1666,0904,植物保护,浙江大学
1667,090401,植物病理学,福建农林大学
1668,090401,植物病理学,西北农林科技大学
1669,090402,农业昆虫与害虫防治,华南农业大学
1670,090403,农药学,南开大学
1671,090403,农药学,华中师范大学
1672,090403,农药学,贵州大学
1673,0905,畜牧学,中国农业大学
1674,090501,动物遗传育种与繁殖,华中农业大学
1675,090501,动物遗传育种与繁殖,广西大学
1676,090501,动物遗传育种与繁殖,西北农林科技大学
1677,090502,动物营养与饲料科学,东北农业大学
1678,090502,动物营养与饲料科学,四川农业大学
1679,090503,草业科学,内蒙古农业大学
1680,090503,草业科学,甘肃农业大学
1681,090503,草业科学,新疆农业大学
1682,090504,特种经济动物饲养,浙江大学
1683,090504,特种经济动物饲养,西南大学
1684,0906,兽医学,中国农业大学
1685,0906,兽医学,南京农业大学
1686,090601,基础兽医学,东北农业大学
1687,090602,预防兽医学,吉林大学
1688,090602,预防兽医学,华南农业大学
1689,090602,预防兽医学,扬州大学
1690,090603,临床兽医学,西北农林科技大学
1691,0907,林学,北京林业大学
1692,0907,林学,东北林业大学
1693,090701,林木遗传育种,南京林业大学
1694,090702,森林培育,中南林业科技大学
1695,090703,森林保护学,南京林业大学
1696,0908,水产,中国海洋大学
1697,090801,水产养殖,上海水产大学
1698,090801,水产养殖,华中农业大学
1699,1001,基础医学,复旦大学
1700,1001,基础医学,第二军医大学
1701,1001,基础医学,第四军医大学
1702,100101,人体解剖与组织胚胎学,山东大学
1703,100101,人体解剖与组织胚胎学,南方医科大学
1704,100102,免疫学,北京大学
1705,100102,免疫学,清华大学
1706,100102,免疫学,第三军医大学
1707,100104,病理学与病理生理学,北京大学
1708,100104,病理学与病理生理学,清华大学
1709,100104,病理学与病理生理学,上海交通大学
1710,100104,病理学与病理生理学,华中科技大学
1711,100104,病理学与病理生理学,中南大学
1712,100104,病理学与病理生理学,汕头大学
1713,100105,法医学,四川大学
1714,100105,法医学,西安交通大学
1715,100106,放射医学,苏州大学
1716,100201,内科学,北京大学
1717,100201,内科学,清华大学
1718,100201,内科学,首都医科大学
1719,100201,内科学,中国医科大学
1720,100201,内科学,复旦大学
1721,100201,内科学,上海交通大学
1722,100201,内科学,苏州大学
1723,100201,内科学,南京医科大学
1724,100201,内科学,浙江大学
1725,100201,内科学,山东大学
1726,100201,内科学,华中科技大学
1727,100201,内科学,中南大学
1728,100201,内科学,中山大学
1729,100201,内科学,广州医学院
1730,100201,内科学,四川大学
