id,sub,sub_code,college
1731,100201,内科学,重庆医科大学
1732,100201,内科学,南方医科大学
1733,100201,内科学,第二军医大学
1734,100201,内科学,第三军医大学
1735,100201,内科学,第四军医大学
1736,100201,内科学,军医进修学院
1737,100202,儿科学,北京大学
1738,100202,儿科学,首都医科大学
1739,100202,儿科学,复旦大学
1740,100202,儿科学,上海交通大学
1741,100202,儿科学,浙江大学
1742,100202,儿科学,四川大学
1743,100202,儿科学,重庆医科大学
1744,100203,老年医学,军医进修学院
1745,100204,神经病学,首都医科大学
1746,100204,神经病学,吉林大学
1747,100204,神经病学,复旦大学
1748,100204,神经病学,中南大学
1749,100204,神经病学,中山大学
1750,100204,神经病学,重庆医科大学
1751,100205,精神病与精神卫生学,北京大学
1752,100205,精神病与精神卫生学,中南大学
1753,100206,皮肤病与性病学,北京大学
1754,100206,皮肤病与性病学,清华大学
1755,100206,皮肤病与性病学,中国医科大学
1756,100206,皮肤病与性病学,安徽医科大学
1757,100206,皮肤病与性病学,第四军医大学
1758,100207,影像医学与核医学,清华大学
1759,100207,影像医学与核医学,复旦大学
1760,100207,影像医学与核医学,四川大学
1761,100207,影像医学与核医学,第二军医大学
1762,100208,临床检验诊断学,重庆医科大学
1763,100210,外科学,北京大学
1764,100210,外科学,清华大学
1765,100210,外科学,首都医科大学
1766,100210,外科学,天津医科大学
1767,100210,外科学,中国医科大学
1768,100210,外科学,复旦大学
1769,100210,外科学,上海交通大学
1770,100210,外科学,南京大学
1771,100210,外科学,苏州大学
1772,100210,外科学,浙江大学
1773,100210,外科学,华中科技大学
1774,100210,外科学,中南大学
1775,100210,外科学,中山大学
1776,100210,外科学,四川大学
1777,100210,外科学,西安交通大学
1778,100210,外科学,第二军医大学
1779,100210,外科学,第三军医大学
1780,100210,外科学,第四军医大学
1781,100210,外科学,军医进修学院
1782,100211,妇产科学,北京大学
1783,100211,妇产科学,清华大学
1784,100211,妇产科学,复旦大学
1785,100211,妇产科学,山东大学
1786,100211,妇产科学,华中科技大学
1787,100211,妇产科学,四川大学
1788,100212,眼科学,北京大学
1789,100212,眼科学,首都医科大学
1790,100212,眼科学,复旦大学
1791,100212,眼科学,中山大学
1792,100212,眼科学,青岛大学
1793,100213,耳鼻咽喉科学,首都医科大学
1794,100213,耳鼻咽喉科学,复旦大学
1795,100213,耳鼻咽喉科学,中南大学
1796,100213,耳鼻咽喉科学,中山大学
1797,100213,耳鼻咽喉科学,军医进修学院
1798,100214,肿瘤学,北京大学
1799,100214,肿瘤学,清华大学
1800,100214,肿瘤学,天津医科大学
1801,100214,肿瘤学,复旦大学
1802,100214,肿瘤学,浙江大学
1803,100214,肿瘤学,中山大学
1804,100214,肿瘤学,四川大学
1805,100216,运动医学,北京大学
1806,100217,麻醉学,清华大学
1807,100217,麻醉学,华中科技大学
1808,1003,口腔医学,北京大学
1809,1003,口腔医学,四川大学
1810,100301,口腔基础医学,武汉大学
1811,100302,口腔临床医学,上海交通大学
1812,100302,口腔临床医学,第四军医大学
1813,100302,口腔临床医学,华中农业大学
1814,1005,中医学,北京中医药大学
1815,1005,中医学,广州中医药大学
1816,100501,中医基础理论,辽宁中医药大学
1817,100501,中医基础理论,山东中医药大学
1818,100502,中医临床基础,浙江中医药大学
1819,100503,中医医史文献,南京中医药大学
1820,100503,中医医史文献,山东中医药大学
1821,100504,方剂学,黑龙江中医药大学
1822,100505,中医诊断学,湖南中医药大学
1823,100506,中医内科学,天津中医药大学
1824,100506,中医内科学,上海中医药大学
1825,100507,中医外科学,上海中医药大学
1826,100508,中医骨伤科学,上海中医药大学
1827,100509,中医妇科学,黑龙江中医药大学
1828,100509,中医妇科学,成都中医药大学
1829,100510,中医儿科学,南京中医药大学
1830,100511,中医五官科学,成都中医药大学
1831,100512,针灸推拿学,天津中医药大学
1832,100512,针灸推拿学,成都中医药大学
1833,100401,流行病与卫生统计学,北京大学
1834,100401,流行病与卫生统计学,复旦大学
1835,100401,流行病与卫生统计学,山东大学
1836,100402,劳动卫生与环境卫生学,中国医科大学
1837,100402,劳动卫生与环境卫生学,南京医科大学
1838,100402,劳动卫生与环境卫生学,华中科技大学
1839,100403,营养与食品卫生学,哈尔滨医科大学
1840,100403,营养与食品卫生学,四川大学
1841,100405,卫生毒理学,中山大学
1842,100406,军事预防医学,第三军医大学
1843,100406,军事预防医学,第四军医大学
1844,100406,军事预防医学,第四军医大学
1845,1006,中西医结合,复旦大学
1846,100601,中西医结合基础,北京中医药大学
1847,100601,中西医结合基础,河北医科大学
1848,100602,中西医结合临床,天津医科大学
1849,100602,中西医结合临床,大连医科大学
1850,100602,中西医结合临床,南方医科大学
1851,100602,中西医结合临床,第二军医大学
1852,1007,药学,北京大学
1853,1007,药学,清华大学
1854,1007,药学,中国药科大学
1855,1007,药学,第二军医大学
1856,100702,药剂学,沈阳药科大学
1857,100702,药剂学,复旦大学
1858,100702,药剂学,四川大学
1859,100706,药理学,哈尔滨医科大学
1860,100706,药理学,南京医科大学
1861,100706,药理学,中南大学
1862,100706,药理学,中山大学
1863,1008,中药学,北京中医药大学
1864,1008,中药学,黑龙江中医药大学
1865,1008,中药学,上海中医药大学
1866,1008,中药学,南京中医药大学
1867,1008,中药学,成都中医药大学
1868,1201,管理科学与工程,清华大学
1869,1201,管理科学与工程,北京航空航天大学
1870,1201,管理科学与工程,天津大学
1871,1201,管理科学与工程,大连理工大学
1872,1201,管理科学与工程,哈尔滨工业大学
1873,1201,管理科学与工程,上海交通大学
1874,1201,管理科学与工程,浙江大学
1875,1201,管理科学与工程,合肥工业大学
1876,1201,管理科学与工程,中南大学
1877,1201,管理科学与工程,西安交通大学
1878,1201,管理科学与工程,国防科学技术大学
1879,1202,工商管理,中国人民大学
1880,1202,工商管理,清华大学
1881,1202,工商管理,厦门大学
1882,1202,工商管理,中山大学
1883,1202,工商管理,西安交通大学
1884,120201,会计学,中央财经大学
1885,120201,会计学,东北财经大学
1886,120201,会计学,上海财经大学
1887,120201,会计学,中南财经政法大学
1888,120201,会计学,西南财经大学
1889,120202,企业管理,北京大学
1890,120202,企业管理,南开大学
1891,120202,企业管理,南京大学
1892,120204,技术经济及管理,重庆大学
1893,1203,农业经济管理,中国人民大学
1894,1203,农业经济管理,中国农业大学
1895,1203,农业经济管理,南京农业大学
1896,1203,农业经济管理,华中农业大学
1897,1203,农业经济管理,华南农业大学
1898,1203,农业经济管理,西北农林科技大学
1899,120401,行政管理,中国人民大学
1900,120401,行政管理,中山大学
1901,120402,社会医学与卫生事业管理,复旦大学
1902,120403,教育经济与管理,北京大学
1903,120403,教育经济与管理,北京师范大学
1904,120404,社会保障,武汉大学
1905,120405,土地资源管理,南京农业大学
1906,1205,图书馆、情报与档案管理,武汉大学
1907,120501,图书馆学,北京大学
1908,120502,情报学,南京大学
1909,120503,档案学,中国人民大学
