0101哲学,北京大学
0101哲学,中国人民大学
0101哲学,复旦大学
010101马克思主义哲学,北京师范大学
010101马克思主义哲学,南开大学
010101马克思主义哲学,吉林大学
010101马克思主义哲学,南京大学
010101马克思主义哲学,武汉大学
010101马克思主义哲学,中山大学
010101马克思主义哲学,中共中央党校
010102中国哲学,武汉大学
010104逻辑学,中山大学
010105伦理学,湖南师范大学
010107宗教学,四川大学
010108科学技术哲学,山西大学
010108科学技术哲学,东北大学
0201理论经济学,北京大学
0201理论经济学,中国人民大学
0201理论经济学,南开大学
0201理论经济学,复旦大学
0201理论经济学,厦门大学
0201理论经济学,武汉大学
020101政治经济学,南京大学
020101政治经济学,四川大学
020101政治经济学,西南财经大学
020101政治经济学,西北大学
020102经济思想史,上海财经大学
020104西方经济学,华中科技大学
020105世界经济,辽宁大学
0202应用经济学,中国人民大学
0202应用经济学,中央财经大学
0202应用经济学,南开大学
0202应用经济学,厦门大学
020201国民经济学,北京大学
020201国民经济学,辽宁大学
020202区域经济学,兰州大学
020203财政学,东北财经大学
020203财政学,上海财经大学
020203财政学,中南财经政法大学
020204金融学,辽宁大学
020204金融学,复旦大学
020204金融学,武汉大学
020204金融学,中南财经政法大学
020204金融学,暨南大学
020204金融学,西南财经大学
020205产业经济学,北京交通大学
020205产业经济学,东北财经大学
020205产业经济学,复旦大学
020205产业经济学,山东大学
020205产业经济学,暨南大学
020205产业经济学,西安交通大学
020206国际贸易学,对外经济贸易大学
020206国际贸易学,湖南大学
020207劳动经济学,首都经济贸易大学
020208统计学,天津财经大学
020208统计学,西南财经大学
020209数量经济学,清华大学
020209数量经济学,吉林大学
020209数量经济学,华侨大学
020210国防经济,国防大学
020210国防经济,军事经济学院
0301法学,北京大学
0301法学,中国人民大学
0301法学,中国政法大学
030101法学理论,吉林大学
030102法律史,华东政法大学
030103宪法学与行政法学,浙江大学
030104刑法学,吉林大学
030105民商法学,中南财经政法大学
030106诉讼法学,西南政法大学
030107经济法学,西南政法大学
030108环境与资源保护法学,武汉大学
030109国际法学,对外经济贸易大学
030109国际法学,厦门大学
030109国际法学,武汉大学
0302政治学,北京大学
030201政治学理论,南开大学
030201政治学理论,天津师范大学
030201政治学理论,吉林大学
030201政治学理论,复旦大学
030202中外政治制度,华中师范大学
030203科学社会主义与国际共产主义运动,山东大学
030203科学社会主义与国际共产主义运动,华中师范大学
030203科学社会主义与国际共产主义运动,中共中央党校
030204中共党史,中国人民大学
030204中共党史,中共中央党校
030206国际政治,中国人民大学
030207国际关系,复旦大学
0303社会学,北京大学
0303社会学,中国人民大学
0303社会学,上海大学
0303社会学,南京大学
030303人类学,中山大学
030304民俗学,北京师范大学
0304民族学,中央民族大学
0304民族学,云南大学
0304民族学,兰州大学
0401教育学,北京师范大学
0401教育学,华东师范大学
040101教育学原理,东北师范大学
040101教育学原理,南京师范大学
040101教育学原理,华中师范大学
040102课程与教学论,西南大学
040103教育史,浙江大学
040105学前教育学,南京师范大学
040106高等教育学,厦门大学
040106高等教育学,华中科技大学
040110教育技术学,华南师范大学
0402心理学,北京师范大学
040201基础心理学,北京大学
040201基础心理学,华东师范大学
040201基础心理学,西南大学
040202发展与教育心理学,天津师范大学
040202发展与教育心理学,华南师范大学
040203应用心理学,浙江大学
0403体育学,北京体育大学
0501中国语言文学,北京大学
0501中国语言文学,北京师范大学
0501中国语言文学,复旦大学
0501中国语言文学,南京大学
0501中国语言文学,四川大学
050102语言学及应用语言学,北京语言大学
050103汉语言文字学,安徽大学
050103汉语言文字学,华中师范大学
050104中国古典文献学,浙江大学
050105中国古代文学,首都师范大学
050105中国古代文学,南开大学
050105中国古代文学,华东师范大学
050105中国古代文学,中山大学
050105中国古代文学,陕西师范大学
050106中国现当代文学,南京师范大学
050106中国现当代文学,福建师范大学
050106中国现当代文学,山东师范大学
050106中国现当代文学,武汉大学
050107中国少数民族语言文学,中央民族大学
050107中国少数民族语言文学,内蒙古大学
050107中国少数民族语言文学,新疆大学
050108比较文学与世界文学,上海师范大学
050201英语语言文学,北京大学
050201英语语言文学,北京外国语大学
050201英语语言文学,上海外国语大学
050201英语语言文学,南京大学
050201英语语言文学,湖南师范大学
050201英语语言文学,中山大学
050201英语语言文学,解放军外国语学院
050202俄语语言文学,黑龙江大学
050202俄语语言文学,上海外国语大学
050202俄语语言文学,解放军外国语学院
050204德语语言文学,北京外国语大学
050206印度语言文学,北京大学
050210亚非语言文学,延边大学
050211外国语言学及应用语言学,北京外国语大学
050211外国语言学及应用语言学,广东外语外贸大学
0503新闻传播学,中国人民大学
0503新闻传播学,复旦大学
050301新闻学,中国传媒大学
050401艺术学,东南大学
050402音乐学,中央音乐学院
050402音乐学,上海音乐学院
050403美术学,中国美术学院
050403美术学,中央美术学院
050404设计艺术学,清华大学
050405戏剧戏曲学,中央戏剧学院
050405戏剧戏曲学,上海戏剧学院
050407广播电视艺术学,中国传媒大学
0601历史学,北京大学
0601历史学,南开大学
060101史学理论及史学史,北京师范大学
060102考古学及博物馆学,吉林大学
060103历史地理学,复旦大学
060103历史地理学,陕西师范大学
060104历史文献学,四川大学
060105专门史,清华大学
060105专门史,厦门大学
060105专门史,四川大学
060105专门史,云南大学
060105专门史,西北大学
060106中国古代史,中国人民大学
060106中国古代史,北京师范大学
060106中国古代史,山东大学
060106中国古代史,武汉大学
060106中国古代史,中山大学
060106中国古代史,陕西师范大学
060107中国近现代史,中国人民大学
060107中国近现代史,复旦大学
060107中国近现代史,华中师范大学
060107中国近现代史,湖南师范大学
060107中国近现代史,中山大学
060108世界史,首都师范大学
060108世界史,东北师范大学
060108世界史,南京大学
060108世界史,武汉大学
0701数学,北京大学
0701数学,清华大学
0701数学,北京师范大学
0701数学,南开大学
0701数学,吉林大学
0701数学,复旦大学
0701数学,南京大学
0701数学,浙江大学
0701数学,中国科学技术大学
0701数学,山东大学
0701数学,四川大学
070101基础数学,首都师范大学
070101基础数学,华东师范大学
070101基础数学,厦门大学
070101基础数学,武汉大学
070101基础数学,中山大学
070102计算数学,大连理工大学
070102计算数学,湘潭大学
070102计算数学,西安交通大学
070103概率论与数理统计,中南大学
070104应用数学,新疆大学
0702物理学,北京大学
0702物理学,清华大学
0702物理学,复旦大学
0702物理学,南京大学
0702物理学,中国科学技术大学
070201理论物理,北京师范大学
070201理论物理,浙江大学
070201理论物理,华中师范大学
070201理论物理,湖南师范大学
070202粒子物理与原子核物理,山东大学
070202粒子物理与原子核物理,兰州大学
070203原子与分子物理,吉林大学
070203原子与分子物理,四川大学
070203原子与分子物理,国防科学技术大学
070204等离子体物理,大连理工大学
070205凝聚态物理,吉林大学
070205凝聚态物理,上海交通大学
070205凝聚态物理,浙江大学
070205凝聚态物理,厦门大学
070205凝聚态物理,山东大学
070205凝聚态物理,郑州大学
070205凝聚态物理,武汉大学
070205凝聚态物理,中山大学
070207光学,北京工业大学
070207光学,南开大学
070207光学,山西大学
070207光学,哈尔滨工业大学
070207光学,上海交通大学
070207光学,华东师范大学
070207光学,华南师范大学
070208无线电物理,武汉大学
0703化学,北京大学
0703化学,南开大学
0703化学,吉林大学
0703化学,复旦大学
0703化学,南京大学
0703化学,浙江大学
0703化学,中国科学技术大学
0703化学,厦门大学
070301无机化学,中山大学
070302分析化学,清华大学
070302分析化学,武汉大学
070302分析化学,湖南大学
070303有机化学,四川大学
070303有机化学,兰州大学
070304物理化学,北京师范大学
070304物理化学,福州大学
070304物理化学,山东大学
070305高分子化学与物理,中山大学
0704天文学,南京大学
070401天体物理,北京大学
070401天体物理,中国科学技术大学
0705地理学,北京大学
0705地理学,北京师范大学
0705地理学,华东师范大学
070501自然地理学,南京大学
070501自然地理学,兰州大学
070502人文地理学,中山大学
070503地图学与地理信息系统,南京师范大学
070503地图学与地理信息系统,武汉大学
0706大气科学,北京大学
070601气象学,南京大学
070601气象学,南京信息工程大学
0707海洋科学,厦门大学
0707海洋科学,中国海洋大学
070704海洋地质,同济大学
