附件1：,,,
全国普通高等学校名单,,,
序号,学校名称,所在地,
1401,山东工业职业学院,淄博市,
1402,山东化工职业学院,淄博市,
1403,青岛求实职业技术学院,青岛市,
1404,济南职业学院,济南市,
1405,烟台工程职业技术学院,烟台市,
1406,山东凯文科技职业学院,济南市,
1407,山东外国语职业学院,日照市,
1408,潍坊工商职业学院,潍坊市,
1409,德州职业技术学院,德州市,
1410,枣庄科技职业学院,枣庄市,
1411,淄博师范高等专科学校,淄博市,
1412,山东中医药高等专科学校,烟台市,
1413,济南工程职业技术学院,济南市,
1414,山东电子职业技术学院,济南市,
1415,山东旅游职业学院,济南市,
1416,山东铝业职业学院,淄博市,
1417,山东杏林科技职业学院,济南市,
1418,泰山职业技术学院,泰安市,
1419,山东外事翻译职业学院,威海市,
1420,山东药品食品职业学院,威海市,
1421,山东商务职业学院,烟台市,
1422,山东轻工职业学院,淄博市,
1423,山东城市建设职业学院,济南市,
1424,烟台汽车工程职业学院,烟台市,
1425,山东司法警官职业学院,济南市,
1426,菏泽家政职业学院,菏泽市,
1427,山东传媒职业学院,济南市,
1428,临沂职业学院,临沂市,
1429,枣庄职业学院,枣庄市,
1430,山东理工职业学院,济宁市,
1431,山东文化产业职业学院,烟台市,
1432,青岛远洋船员职业学院,青岛市,
1433,济南幼儿师范高等专科学校,济南市,
1434,济南护理职业学院,济南市,
1435,泰山护理职业学院,泰安市,
1436,山东海事职业学院,潍坊市,
1437,潍坊护理职业学院,潍坊市,
1438,潍坊工程职业学院,潍坊市,
1439,菏泽职业学院,菏泽市,
1440,山东艺术设计职业学院,济南市,
1441,威海海洋职业学院,威海市,
1442,山东特殊教育职业学院,济南市,
1443,烟台黄金职业学院,烟台市,
河南省（129所）,,,
1444,华北水利水电大学,郑州市,
1445,郑州大学,郑州市,
1446,河南理工大学,焦作市,
1447,郑州轻工业学院,郑州市,
1448,河南工业大学,郑州市,
1449,河南科技大学,洛阳市,
1450,中原工学院,郑州市,
1451,河南农业大学,郑州市,
1452,河南科技学院,新乡市,
1453,河南牧业经济学院,郑州市,
1454,河南中医药大学,郑州市,
1455,新乡医学院,新乡市,
1456,河南大学,开封市,
1457,河南师范大学,新乡市,
1458,信阳师范学院,信阳市,
1459,周口师范学院,周口市,
1460,安阳师范学院,安阳市,
1461,许昌学院,许昌市,
1462,南阳师范学院,南阳市,
1463,洛阳师范学院,洛阳市,
1464,商丘师范学院,商丘市,
1465,河南财经政法大学,郑州市,
1466,郑州航空工业管理学院,郑州市,
1467,黄淮学院,驻马店市,
1468,平顶山学院,平顶山市,
1469,郑州工程技术学院,郑州市,
1470,洛阳理工学院,洛阳市,
1471,新乡学院,新乡市,
1472,信阳农林学院,信阳市,
1473,河南工学院,新乡市,
1474,安阳工学院,安阳市,
1475,河南工程学院,郑州市,
1476,河南财政金融学院,郑州市,
1477,南阳理工学院,南阳市,
1478,河南城建学院,平顶山市,
1479,河南警察学院,郑州市,
1480,黄河科技学院,郑州市,
1481,铁道警察学院,郑州市,
1482,郑州科技学院,郑州市,
1483,郑州工业应用技术学院,郑州市,
1484,郑州师范学院,郑州市,
1485,郑州财经学院,郑州市,
1486,黄河交通学院,焦作市,
1487,商丘工学院,商丘市,
1488,河南大学民生学院,开封市,
1489,河南师范大学新联学院,郑州市,
1490,信阳学院,信阳市,
1491,安阳学院,安阳市,
1492,新乡医学院三全学院,新乡市,
1493,河南科技学院新科学院,新乡市,
1494,郑州工商学院,郑州市,
1495,中原工学院信息商务学院,郑州市,
1496,商丘学院,商丘市,
1497,郑州成功财经学院,郑州市,
1498,郑州升达经贸管理学院,郑州市,
1499,河南职业技术学院,郑州市,
1500,漯河职业技术学院,漯河市,
1501,三门峡职业技术学院,三门峡市,
1502,郑州铁路职业技术学院,郑州市,
1503,开封大学,开封市,
1504,焦作大学,焦作市,
1505,濮阳职业技术学院,濮阳市,
1506,郑州电力高等专科学校,郑州市,
1507,黄河水利职业技术学院,开封市,
1508,许昌职业技术学院,许昌市,
1509,河南工业和信息化职业学院,焦作市,
1510,河南水利与环境职业学院,郑州市,
1511,商丘职业技术学院,商丘市,
1512,平顶山工业职业技术学院,平顶山市,
1513,周口职业技术学院,周口市,
1514,济源职业技术学院,济源市,
1515,河南司法警官职业学院,郑州市,
1516,鹤壁职业技术学院,鹤壁市,
1517,河南工业职业技术学院,南阳市,
1518,郑州澍青医学高等专科学校,郑州市,
1519,焦作师范高等专科学校,焦作市,
1520,河南检察职业学院,郑州市,
1521,河南质量工程职业学院,平顶山市,
1522,郑州信息科技职业学院,郑州市,
1523,漯河医学高等专科学校,漯河市,
1524,南阳医学高等专科学校,南阳市,
1525,商丘医学高等专科学校,商丘市,
1526,郑州电子信息职业技术学院,郑州市,
1527,信阳职业技术学院,信阳市,
1528,嵩山少林武术职业学院,郑州市,
1529,郑州工业安全职业学院,郑州市,
1530,永城职业学院,商丘市,
1531,河南经贸职业学院,郑州市,
1532,河南交通职业技术学院,郑州市,
1533,河南农业职业学院,郑州市,
1534,郑州旅游职业学院,郑州市,
1535,郑州职业技术学院,郑州市,
1536,河南信息统计职业学院,郑州市,
1537,河南林业职业学院,洛阳市,
1538,河南工业贸易职业学院,郑州市,
1539,郑州电力职业技术学院,郑州市,
1540,周口科技职业学院,周口市,
1541,河南建筑职业技术学院,郑州市,
1542,漯河食品职业学院,漯河市,
1543,郑州城市职业学院,郑州市,
1544,安阳职业技术学院,安阳市,
1545,新乡职业技术学院,新乡市,
1546,驻马店职业技术学院,驻马店市,
1547,焦作工贸职业学院,焦作市,
1548,许昌陶瓷职业学院,许昌市,
1549,郑州理工职业学院,郑州市,
1550,郑州信息工程职业学院,郑州市,
1551,长垣烹饪职业技术学院,新乡市,
1552,开封文化艺术职业学院,开封市,
1553,河南应用技术职业学院,郑州市,
1554,河南艺术职业学院,郑州市,
1555,河南机电职业学院,郑州市,
1556,河南护理职业学院,安阳市,
1557,许昌电气职业学院,许昌市,
1558,信阳涉外职业技术学院,信阳市,
1559,鹤壁汽车工程职业学院,鹤壁市,
1560,南阳职业学院,南阳市,
1561,郑州商贸旅游职业学院,郑州市,
1562,河南推拿职业学院,洛阳市,
1563,洛阳职业技术学院,洛阳市,
1564,郑州幼儿师范高等专科学校,郑州市,
1565,安阳幼儿师范高等专科学校,安阳市,
1566,郑州黄河护理职业学院,郑州市,
1567,河南医学高等专科学校,郑州市,
1568,郑州财税金融职业学院,郑州市,
1569,南阳农业职业学院,南阳市,
1570,洛阳科技职业学院,洛阳市,
1571,鹤壁能源化工职业学院,鹤壁市,
1572,平顶山文化艺术职业学院,平顶山市,
湖北省（128所）,,,
1573,武汉大学,武汉市,
1574,华中科技大学,武汉市,
1575,武汉科技大学,武汉市,
1576,长江大学,荆州市,
1577,武汉工程大学,武汉市,
1578,中国地质大学（武汉）,武汉市,
1579,武汉纺织大学,武汉市,
1580,武汉轻工大学,武汉市,
1581,武汉理工大学,武汉市,
1582,湖北工业大学,武汉市,
1583,华中农业大学,武汉市,
1584,湖北中医药大学,武汉市,
1585,华中师范大学,武汉市,
1586,湖北大学,武汉市,
1587,湖北师范大学,黄石市,
1588,黄冈师范学院,黄冈市,
1589,湖北民族学院,恩施土家族苗族自治州,
1590,汉江师范学院,十堰市,
1591,湖北文理学院,襄阳市,
1592,中南财经政法大学,武汉市,
1593,武汉体育学院,武汉市,
1594,湖北美术学院,武汉市,
1595,中南民族大学,武汉市,
1596,湖北汽车工业学院,十堰市,
1597,湖北工程学院,孝感市,
1598,湖北理工学院,黄石市,
1599,湖北科技学院,咸宁市,
1600,湖北医药学院,十堰市,
1601,江汉大学,武汉市,
1602,三峡大学,宜昌市,
1603,湖北警官学院,武汉市,
1604,荆楚理工学院,荆门市,
1605,武汉音乐学院,武汉市,
1606,湖北经济学院,武汉市,
1607,武汉商学院,武汉市,
1608,武汉东湖学院,武汉市,
1609,汉口学院,武汉市,
1610,武昌首义学院,武汉市,
1611,武昌理工学院,武汉市,
1612,武汉生物工程学院,武汉市,
1613,武汉晴川学院,武汉市,
1614,湖北大学知行学院,武汉市,
1615,武汉科技大学城市学院,武汉市,
1616,三峡大学科技学院,宜昌市,
1617,江汉大学文理学院,武汉市,
1618,湖北工业大学工程技术学院,武汉市,
1619,武汉工程大学邮电与信息工程学院,武汉市,
1620,武汉纺织大学外经贸学院,武汉市,
1621,武昌工学院,武汉市,
1622,武汉工商学院,武汉市,
1623,长江大学工程技术学院,荆州市,
1624,长江大学文理学院,荆州市,
1625,湖北商贸学院,武汉市,
1626,湖北汽车工业学院科技学院,十堰市,
1627,湖北医药学院药护学院,十堰市,
1628,湖北民族学院科技学院,恩施土家族苗族自治州,
1629,湖北经济学院法商学院,武汉市,
1630,武汉体育学院体育科技学院,武汉市,
1631,湖北师范大学文理学院,黄石市,
1632,湖北文理学院理工学院,襄阳市,
1633,湖北工程学院新技术学院,孝感市,
1634,文华学院,武汉市,
1635,武汉学院,武汉市,
1636,武汉工程科技学院,武汉市,
1637,武汉华夏理工学院,武汉市,
1638,武汉传媒学院,武汉市,
1639,武汉设计工程学院,武汉市,
1640,湖北第二师范学院,武汉市,
1641,武汉职业技术学院,武汉市,
1642,黄冈职业技术学院,黄冈市,
1643,长江职业学院,武汉市,
1644,荆州理工职业学院,荆州市,
1645,湖北工业职业技术学院,十堰市,
1646,鄂州职业大学,鄂州市,
1647,武汉城市职业学院,武汉市,
1648,湖北职业技术学院,孝感市,
1649,武汉船舶职业技术学院,武汉市,
1650,恩施职业技术学院,恩施土家族苗族自治州,
1651,襄阳职业技术学院,襄阳市,
1652,武汉工贸职业学院,武汉市,
1653,荆州职业技术学院,荆州市,
1654,武汉工程职业技术学院,武汉市,
1655,仙桃职业学院,仙桃市,
1656,湖北轻工职业技术学院,武汉市,
1657,湖北交通职业技术学院,武汉市,
1658,湖北中医药高等专科学校,荆州市,
1659,武汉航海职业技术学院,武汉市,
1660,武汉铁路职业技术学院,武汉市,
1661,武汉软件工程职业学院,武汉市,
1662,湖北三峡职业技术学院,宜昌市,
1663,随州职业技术学院,随州市,
1664,武汉电力职业技术学院,武汉市,
1665,湖北水利水电职业技术学院,武汉市,
1666,湖北城市建设职业技术学院,武汉市,
1667,武汉警官职业学院,武汉市,
1668,湖北生物科技职业学院,武汉市,
1669,湖北开放职业学院,武汉市,
1670,武汉科技职业学院,武汉市,
1671,武汉外语外事职业学院,武汉市,
1672,武汉信息传播职业技术学院,武汉市,
1673,武昌职业学院,武汉市,
1674,武汉商贸职业学院,武汉市,
1675,湖北艺术职业学院,武汉市,
1676,武汉交通职业学院,武汉市,
1677,咸宁职业技术学院,咸宁市,
1678,长江工程职业技术学院,武汉市,
1679,江汉艺术职业学院,潜江市,
1680,武汉工业职业技术学院,武汉市,
1681,武汉民政职业学院,武汉市,
1682,鄂东职业技术学院,黄冈市,
1683,湖北财税职业学院,武汉市,
1684,黄冈科技职业学院,黄冈市,
1685,湖北国土资源职业学院,武汉市,
1686,湖北生态工程职业技术学院,武汉市,
1687,三峡电力职业学院,宜昌市,
1688,湖北科技职业学院,武汉市,
1689,湖北青年职业学院,武汉市,
1690,湖北工程职业学院,黄石市,
1691,三峡旅游职业技术学院,宜昌市,
1692,天门职业学院,天门市,
1693,湖北体育职业学院,武汉市,
1694,襄阳汽车职业技术学院,襄阳市,
1695,湖北幼儿师范高等专科学校,武汉市,
1696,湖北铁道运输职业学院,武汉市,
1697,武汉海事职业学院,武汉市,
1698,武当职业学院,十堰市,
1699,荆门职业学院,荆门市,
1700,武汉铁路桥梁职业学院,武汉市,
湖南省（123所）,,,
1701,湘潭大学,湘潭市,
1702,吉首大学,湘西土家族苗族自治州,
1703,湖南大学,长沙市,
1704,中南大学,长沙市,
1705,湖南科技大学,湘潭市,
1706,长沙理工大学,长沙市,
1707,湖南农业大学,长沙市,
1708,中南林业科技大学,长沙市,
1709,湖南中医药大学,长沙市,
1710,湖南师范大学,长沙市,
1711,湖南理工学院,岳阳市,
1712,湘南学院,郴州市,
1713,衡阳师范学院,衡阳市,
1714,邵阳学院,邵阳市,
1715,怀化学院,怀化市,
1716,湖南文理学院,常德市,
1717,湖南科技学院,永州市,
1718,湖南人文科技学院,娄底市,
1719,湖南商学院,长沙市,
1720,南华大学,衡阳市,
1721,长沙医学院,长沙市,
1722,长沙学院,长沙市,
1723,湖南工程学院,湘潭市,
1724,湖南城市学院,益阳市,
1725,湖南工学院,衡阳市,
1726,湖南财政经济学院,长沙市,
1727,湖南警察学院,长沙市,
1728,湖南工业大学,株洲市,
1729,湖南女子学院,长沙市,
1730,湖南第一师范学院,长沙市,
1731,湖南医药学院,怀化市,
1732,湖南涉外经济学院,长沙市,
1733,湘潭大学兴湘学院,湘潭市,
1734,湖南工业大学科技学院,株洲市,
1735,湖南科技大学潇湘学院,湘潭市,
1736,南华大学船山学院,衡阳市,
1737,湖南商学院北津学院,长沙市,
1738,湖南师范大学树达学院,长沙市,
1739,湖南农业大学东方科技学院,长沙市,
1740,中南林业科技大学涉外学院,长沙市,
1741,湖南文理学院芙蓉学院,常德市,
1742,湖南理工学院南湖学院,岳阳市,
1743,衡阳师范学院南岳学院,衡阳市,
1744,湖南工程学院应用技术学院,湘潭市,
1745,湖南中医药大学湘杏学院,长沙市,
1746,吉首大学张家界学院,张家界市,
1747,长沙理工大学城南学院,长沙市,
1748,长沙师范学院,长沙市,
1749,湖南应用技术学院,常德市,
1750,湖南信息学院,长沙市,
1751,湖南交通工程学院,衡阳市,
1752,长沙民政职业技术学院,长沙市,
1753,湖南工业职业技术学院,长沙市,
1754,株洲师范高等专科学校,株洲市,
1755,湖南信息职业技术学院,长沙市,
1756,湖南税务高等专科学校,长沙市,
1757,湖南冶金职业技术学院,株洲市,
1758,长沙航空职业技术学院,长沙市,
1759,湖南大众传媒职业技术学院,长沙市,
1760,永州职业技术学院,永州市,
1761,湖南铁道职业技术学院,株洲市,
1762,湖南科技职业学院,长沙市,
1763,湖南生物机电职业技术学院,长沙市,
1764,湖南交通职业技术学院,长沙市,
1765,湖南商务职业技术学院,长沙市,
1766,湖南体育职业学院,长沙市,
1767,湖南工程职业技术学院,长沙市,
1768,保险职业学院,长沙市,
1769,湖南外贸职业学院,长沙市,
1770,湖南网络工程职业学院,长沙市,
1771,邵阳职业技术学院,邵阳市,
1772,湖南司法警官职业学院,长沙市,
1773,长沙商贸旅游职业技术学院,长沙市,
1774,湖南环境生物职业技术学院,衡阳市,
1775,湖南邮电职业技术学院,长沙市,
1776,湘潭医卫职业技术学院,湘潭市,
1777,郴州职业技术学院,郴州市,
1778,娄底职业技术学院,娄底市,
1779,张家界航空工业职业技术学院,张家界市,
1780,长沙环境保护职业技术学院,长沙市,
1781,湖南艺术职业学院,长沙市,
1782,湖南机电职业技术学院,长沙市,
1783,长沙职业技术学院,长沙市,
1784,怀化职业技术学院,怀化市,
1785,岳阳职业技术学院,岳阳市,
1786,常德职业技术学院,常德市,
1787,长沙南方职业学院,长沙市,
1788,潇湘职业学院,娄底市,
1789,湖南化工职业技术学院,株洲市,
1790,湖南城建职业技术学院,湘潭市,
1791,湖南石油化工职业技术学院,岳阳市,
1792,湖南中医药高等专科学校,株洲市,
1793,湖南民族职业学院,岳阳市,
1794,湘西民族职业技术学院,湘西土家族苗族自治州,
1795,湖南财经工业职业技术学院,衡阳市,
1796,益阳职业技术学院,益阳市,
1797,湖南工艺美术职业学院,益阳市,
1798,湖南九嶷职业技术学院,永州市,
1799,湖南理工职业技术学院,湘潭市,
1800,湖南软件职业学院,湘潭市,
1801,湖南汽车工程职业学院,株洲市,
1802,长沙电力职业技术学院,长沙市,
1803,湖南水利水电职业技术学院,长沙市,
1804,湖南现代物流职业技术学院,长沙市,
1805,湖南高速铁路职业技术学院,衡阳市,
1806,湖南铁路科技职业技术学院,株洲市,
1807,湖南安全技术职业学院,长沙市,
1808,湖南电气职业技术学院,湘潭市,
1809,湖南外国语职业学院,长沙市,
1810,益阳医学高等专科学校,益阳市,
1811,湖南都市职业学院,长沙市,
1812,湖南电子科技职业学院,长沙市,
1813,湖南国防工业职业技术学院,湘潭市,
1814,湖南高尔夫旅游职业学院,常德市,
1815,湖南工商职业学院,衡阳市,
1816,湖南三一工业职业技术学院,长沙市,
1817,长沙卫生职业学院,长沙市,
1818,湖南食品药品职业学院,长沙市,
1819,湖南有色金属职业技术学院,株洲市,
1820,湖南吉利汽车职业技术学院,湘潭市,
1821,湖南幼儿师范高等专科学校,常德市,
1822,湘南幼儿师范高等专科学校,郴州市,
1823,湖南劳动人事职业学院,长沙市,
广东省（147所）,,,
1824,中山大学,广州市,
1825,暨南大学,广州市,
1826,汕头大学,汕头市,
1827,华南理工大学,广州市,
1828,华南农业大学,广州市,
1829,广东海洋大学,湛江市,
1830,广州医科大学,广州市,
1831,广东医科大学,湛江市,
1832,广州中医药大学,广州市,
1833,广东药科大学,广州市,
1834,华南师范大学,广州市,
1835,韶关学院,韶关市,
1836,惠州学院,惠州市,
1837,韩山师范学院,潮州市,
1838,岭南师范学院,湛江市,
1839,肇庆学院,肇庆市,
1840,嘉应学院,梅州市,
1841,广州体育学院,广州市,
1842,广州美术学院,广州市,
1843,星海音乐学院,广州市,
1844,广东技术师范学院,广州市,
1845,深圳大学,深圳市,
1846,广东财经大学,广州市,
1847,广东白云学院,广州市,
1848,广州大学,广州市,
1849,广州航海学院,广州市,
1850,广东警官学院,广州市,
1851,仲恺农业工程学院,广州市,
1852,五邑大学,江门市,
1853,广东金融学院,广州市,
1854,电子科技大学中山学院,中山市,
1855,广东石油化工学院,茂名市,
1856,东莞理工学院,东莞市,
1857,广东工业大学,广州市,
1858,广东外语外贸大学,广州市,
1859,佛山科学技术学院,佛山市,
1860,广东培正学院,广州市,
1861,南方医科大学,广州市,
1862,广东东软学院,佛山市,
1863,华南理工大学广州学院,广州市,
1864,广州大学华软软件学院,广州市,
1865,中山大学南方学院,广州市,
1866,广东外语外贸大学南国商学院,广州市,
1867,广东财经大学华商学院,广州市,
1868,广东海洋大学寸金学院,湛江市,
1869,华南农业大学珠江学院,广州市,
1870,广东技术师范学院天河学院,广州市,
1871,北京师范大学珠海分校,珠海市,
1872,广东工业大学华立学院,广州市,
1873,广州大学松田学院,广州市,
1874,广州商学院,广州市,
1875,北京理工大学珠海学院,珠海市,
1876,吉林大学珠海学院,珠海市,
1877,广州工商学院,广州市,
1878,广东科技学院,东莞市,
1879,广东理工学院,肇庆市,
1880,东莞理工学院城市学院,东莞市,
1881,中山大学新华学院,广州市,
1882,广东第二师范学院,广州市,
1883,南方科技大学,深圳市,
1884,北京师范大学-香港浸会大学联合国际学院,珠海市,
1885,香港中文大学（深圳）,深圳市,
1886,顺德职业技术学院,佛山市,
1887,广东轻工职业技术学院,广州市,
1888,广东交通职业技术学院,广州市,
1889,广东水利电力职业技术学院,广州市,
1890,潮汕职业技术学院,揭阳市,
1891,深圳职业技术学院,深圳市,
1892,民办南华工商学院,广州市,
1893,私立华联学院,广州市,
1894,广州民航职业技术学院,广州市,
1895,广州番禺职业技术学院,广州市,
1896,广东松山职业技术学院,韶关市,
1897,广东农工商职业技术学院,广州市,
1898,广东新安职业技术学院,深圳市,
1899,佛山职业技术学院,佛山市,
1900,广东科学技术职业学院,广州市,
1901,广东食品药品职业学院,广州市,
1902,广州康大职业技术学院,广州市,
1903,珠海艺术职业学院,珠海市,
1904,广东行政职业学院,广州市,
1905,广东体育职业技术学院,广州市,
1906,广东职业技术学院,佛山市,
1907,广东建设职业技术学院,广州市,
1908,广东女子职业技术学院,广州市,
1909,广东机电职业技术学院,广州市,
1910,广东岭南职业技术学院,广州市,
1911,汕尾职业技术学院,汕尾市,
1912,罗定职业技术学院,云浮市,
1913,阳江职业技术学院,阳江市,
1914,河源职业技术学院,河源市,
1915,广东邮电职业技术学院,广州市,
1916,汕头职业技术学院,汕头市,
1917,揭阳职业技术学院,揭阳市,
1918,深圳信息职业技术学院,深圳市,
1919,清远职业技术学院,清远市,
1920,广东工贸职业技术学院,广州市,
1921,广东司法警官职业学院,广州市,
1922,广东亚视演艺职业学院,东莞市,
1923,广东省外语艺术职业学院,广州市,
1924,广东文艺职业学院,广州市,
1925,广州体育职业技术学院,广州市,
1926,广州工程技术职业学院,广州市,
1927,中山火炬职业技术学院,中山市,
1928,江门职业技术学院,江门市,
1929,茂名职业技术学院,茂名市,
1930,珠海城市职业技术学院,珠海市,
1931,广州涉外经济职业技术学院,广州市,
1932,广州南洋理工职业学院,广州市,
1933,广州科技职业技术学院,广州市,
1934,惠州经济职业技术学院,惠州市,
1935,广东工商职业学院,肇庆市,
1936,肇庆医学高等专科学校,肇庆市,
1937,广州现代信息工程职业技术学院,广州市,
1938,广东理工职业学院,广州市,
1939,广州华南商贸职业学院,广州市,
1940,广州华立科技职业学院,广州市,
1941,广州城市职业学院,广州市,
1942,广东工程职业技术学院,广州市,
1943,广州铁路职业技术学院,广州市,
1944,广东科贸职业学院,广州市,
1945,广州科技贸易职业学院,广州市,
1946,中山职业技术学院,中山市,
1947,广州珠江职业技术学院,广州市,
1948,广州松田职业学院,广州市,
1949,广东文理职业学院,湛江市,
1950,广州城建职业学院,广州市,
1951,东莞职业技术学院,东莞市,
1952,广东南方职业学院,江门市,
1953,广州华商职业学院,广州市,
1954,广州华夏职业学院,广州市,
1955,广东环境保护工程职业学院,佛山市,
1956,广东青年职业学院,广州市,
1957,广州东华职业学院,广州市,
1958,广东创新科技职业学院,东莞市,
1959,广东舞蹈戏剧职业学院,广州市,
1960,惠州卫生职业技术学院,惠州市,
1961,广东信息工程职业学院,肇庆市,
1962,广东生态工程职业学院,广州市,
1963,惠州城市职业学院,惠州市,
1964,广东碧桂园职业学院,清远市,
1965,公安边防部队高等专科学校,广州市,
1966,广东茂名健康职业学院,茂名市,
1967,广东酒店管理职业技术学院,东莞市,
1968,广东茂名幼儿师范专科学校,茂名市,
1969,广州卫生职业技术学院,广州市,
1970,湛江幼儿师范专科学校,湛江市,
广西壮族自治区（73所）,,,
1971,广西大学,南宁市,
1972,广西科技大学,柳州市,
1973,桂林电子科技大学,桂林市,
1974,桂林理工大学,桂林市,
1975,广西医科大学,南宁市,
1976,右江民族医学院,百色市,
1977,广西中医药大学,南宁市,
1978,桂林医学院,桂林市,
1979,广西师范大学,桂林市,
1980,广西师范学院,南宁市,
1981,广西民族师范学院,崇左市,
1982,河池学院,河池市,
1983,玉林师范学院,玉林市,
1984,广西艺术学院,南宁市,
1985,广西民族大学,南宁市,
1986,百色学院,百色市,
1987,梧州学院,梧州市,
1988,广西科技师范学院,来宾市,
1989,广西财经学院,南宁市,
1990,南宁学院,南宁市,
1991,钦州学院,钦州市,
1992,桂林航天工业学院,桂林市,
1993,桂林旅游学院,桂林市,
1994,贺州学院,贺州市,
1995,广西警察学院,南宁市,
1996,北海艺术设计学院,北海市,
1997,广西大学行健文理学院,南宁市,
1998,广西科技大学鹿山学院,柳州市,
1999,广西民族大学相思湖学院,南宁市,
2000,广西师范大学漓江学院,桂林市,
2001,广西师范学院师园学院,南宁市,
2002,广西中医药大学赛恩斯新医药学院,南宁市,
2003,桂林电子科技大学信息科技学院,桂林市,
2004,桂林理工大学博文管理学院,桂林市,
2005,广西外国语学院,南宁市,
2006,北京航空航天大学北海学院,北海市,
2007,广西机电职业技术学院,南宁市,
2008,广西体育高等专科学校,南宁市,
2009,南宁职业技术学院,南宁市,
2010,广西水利电力职业技术学院,南宁市,
2011,桂林师范高等专科学校,桂林市,
2012,广西职业技术学院,南宁市,
2013,柳州职业技术学院,柳州市,
2014,广西生态工程职业技术学院,柳州市,
2015,广西交通职业技术学院,南宁市,
2016,广西工业职业技术学院,南宁市,
2017,广西国际商务职业技术学院,南宁市,
2018,广西农业职业技术学院,南宁市,
2019,柳州铁道职业技术学院,柳州市,
2020,广西建设职业技术学院,南宁市,
2021,广西现代职业技术学院,河池市,
2022,北海职业学院,北海市,
2023,桂林山水职业学院,桂林市,
2024,广西经贸职业技术学院,南宁市,
2025,广西工商职业技术学院,南宁市,
2026,广西演艺职业学院,南宁市,
2027,广西电力职业技术学院,南宁市,
2028,广西城市职业学院,崇左市,
2029,广西英华国际职业学院,钦州市,
2030,柳州城市职业学院,柳州市,
2031,百色职业学院,百色市,
2032,广西工程职业学院,百色市,
2033,广西理工职业技术学院,崇左市,
2034,梧州职业学院,梧州市,
2035,广西经济职业学院,南宁市,
2036,广西幼儿师范高等专科学校,南宁市,
2037,广西科技职业学院,崇左市,
2038,广西卫生职业技术学院,南宁市,
2039,广西培贤国际职业学院,百色市,
2040,广西金融职业技术学院,南宁市,
2041,广西中远职业学院,崇左市,
2042,玉柴职业技术学院,玉林市,
2043,广西蓝天航空职业学院,来宾市,
海南省（18所）,,,
2044,海南大学,海口市,
2045,海南热带海洋学院,三亚市,
2046,海南师范大学,海口市,
2047,海南医学院,海口市,
2048,海口经济学院,海口市,
2049,琼台师范学院,海口市,
2050,三亚学院,三亚市,
2051,海南职业技术学院,海口市,
2052,三亚城市职业学院,三亚市,
2053,海南软件职业技术学院,琼海市,
2054,海南政法职业学院,海口市,
2055,海南外国语职业学院,文昌市,
2056,海南经贸职业技术学院,海口市,
2057,海南工商职业学院,海口市,
2058,三亚航空旅游职业学院,三亚市,
2059,海南科技职业学院,海口市,
2060,三亚理工职业学院,三亚市,
2061,海南体育职业技术学院,海口市,
重庆市（65所）,,,
2062,重庆大学,重庆市,
2063,重庆邮电大学,重庆市,
2064,重庆交通大学,重庆市,
2065,重庆医科大学,重庆市,
2066,西南大学,重庆市,
2067,重庆师范大学,重庆市,
2068,重庆文理学院,重庆市,
2069,重庆三峡学院,重庆市,
2070,长江师范学院,重庆市,
2071,四川外国语大学,重庆市,
2072,西南政法大学,重庆市,
2073,四川美术学院,重庆市,
2074,重庆科技学院,重庆市,
2075,重庆理工大学,重庆市,
2076,重庆工商大学,重庆市,
2077,重庆工程学院,重庆市,
2078,重庆大学城市科技学院,重庆市,
2079,重庆警察学院,重庆市,
2080,重庆人文科技学院,重庆市,
2081,四川外国语大学重庆南方翻译学院,重庆市,
2082,重庆师范大学涉外商贸学院,重庆市,
2083,重庆工商大学融智学院,重庆市,
2084,重庆工商大学派斯学院,重庆市,
2085,重庆邮电大学移通学院,重庆市,
2086,重庆第二师范学院,重庆市,
2087,重庆航天职业技术学院,重庆市,
2088,重庆电力高等专科学校,重庆市,
2089,重庆工业职业技术学院,重庆市,
2090,重庆三峡职业学院,重庆市,
2091,重庆工贸职业技术学院,重庆市,
2092,重庆机电职业技术学院,重庆市,
2093,重庆电子工程职业学院,重庆市,
2094,重庆海联职业技术学院,重庆市,
2095,重庆信息技术职业学院,重庆市,
2096,重庆传媒职业学院,重庆市,
2097,重庆城市管理职业学院,重庆市,
2098,重庆工程职业技术学院,重庆市,
2099,重庆房地产职业学院,重庆市,
2100,重庆城市职业学院,重庆市,
2101,重庆水利电力职业技术学院,重庆市,
2102,重庆工商职业学院,重庆市,
2103,重庆应用技术职业学院,重庆市,
2104,重庆三峡医药高等专科学校,重庆市,
2105,重庆医药高等专科学校,重庆市,
2106,重庆青年职业技术学院,重庆市,
2107,重庆财经职业学院,重庆市,
2108,重庆科创职业学院,重庆市,
2109,重庆建筑工程职业学院,重庆市,
2110,重庆电讯职业学院,重庆市,
2111,重庆能源职业学院,重庆市,
2112,重庆商务职业学院,重庆市,
2113,重庆交通职业学院,重庆市,
2114,重庆化工职业学院,重庆市,
2115,重庆旅游职业学院,重庆市,
2116,重庆安全技术职业学院,重庆市,
2117,重庆公共运输职业学院,重庆市,
2118,重庆艺术工程职业学院,重庆市,
2119,重庆轻工职业学院,重庆市,
2120,重庆电信职业学院,重庆市,
2121,重庆经贸职业学院,重庆市,
2122,重庆幼儿师范高等专科学校,重庆市,
2123,重庆文化艺术职业学院,重庆市,
