附件1：,,,
全国普通高等学校名单,,,
序号,学校名称,所在地,
651,黑龙江粮食职业学院,哈尔滨市,
652,佳木斯职业学院,佳木斯市,
653,黑龙江护理高等专科学校,哈尔滨市,
654,哈尔滨工程技术职业学院,哈尔滨市,
655,齐齐哈尔理工职业学院,齐齐哈尔市,
656,哈尔滨幼儿师范高等专科学校,哈尔滨市,
657,黑龙江冰雪体育职业学院,哈尔滨市,
上海市（64所）,,,
658,复旦大学,上海市,
659,同济大学,上海市,
660,上海交通大学,上海市,
661,华东理工大学,上海市,
662,上海理工大学,上海市,
663,上海海事大学,上海市,
664,东华大学,上海市,
665,上海电力学院,上海市,
666,上海应用技术大学,上海市,
667,上海健康医学院,上海市,
668,上海海洋大学,上海市,
669,上海中医药大学,上海市,
670,华东师范大学,上海市,
671,上海师范大学,上海市,
672,上海外国语大学,上海市,
673,上海财经大学,上海市,
674,上海对外经贸大学,上海市,
675,上海海关学院,上海市,
676,华东政法大学,上海市,
677,上海体育学院,上海市,
678,上海音乐学院,上海市,
679,上海戏剧学院,上海市,
680,上海大学,上海市,
681,上海公安学院,上海市,
682,上海工程技术大学,上海市,
683,上海立信会计金融学院,上海市,
684,上海电机学院,上海市,
685,上海杉达学院,上海市,
686,上海政法学院,上海市,
687,上海第二工业大学,上海市,
688,上海商学院,上海市,
689,上海建桥学院,上海市,
690,上海兴伟学院,上海市,
691,上海视觉艺术学院,上海市,
692,上海外国语大学贤达经济人文学院,上海市,
693,上海师范大学天华学院,上海市,
694,上海科技大学,上海市,
695,上海纽约大学,上海市,
696,上海旅游高等专科学校,上海市,
697,上海东海职业技术学院,上海市,
698,上海工商职业技术学院,上海市,
699,上海出版印刷高等专科学校,上海市,
700,上海行健职业学院,上海市,
701,上海城建职业学院,上海市,
702,上海交通职业技术学院,上海市,
703,上海海事职业技术学院,上海市,
704,上海电子信息职业技术学院,上海市,
705,上海震旦职业学院,上海市,
706,上海民远职业技术学院,上海市,
707,上海欧华职业技术学院,上海市,
708,上海思博职业技术学院,上海市,
709,上海立达职业技术学院,上海市,
710,上海工艺美术职业学院,上海市,
711,上海济光职业技术学院,上海市,
712,上海工商外国语职业学院,上海市,
713,上海科学技术职业学院,上海市,
714,上海农林职业技术学院,上海市,
715,上海邦德职业技术学院,上海市,
716,上海中侨职业技术学院,上海市,
717,上海电影艺术职业学院,上海市,
718,上海中华职业技术学院,上海市,
719,上海工会管理职业学院,上海市,
720,上海体育职业学院,上海市,
721,上海民航职业技术学院,上海市,
江苏省（166所）,,,
722,南京大学,南京市,
723,苏州大学,苏州市,
724,东南大学,南京市,
725,南京航空航天大学,南京市,
726,南京理工大学,南京市,
727,江苏科技大学,镇江市,
728,中国矿业大学,徐州市,
729,南京工业大学,南京市,
730,常州大学,常州市,
731,南京邮电大学,南京市,
732,河海大学,南京市,
733,江南大学,无锡市,
734,南京林业大学,南京市,
735,江苏大学,镇江市,
736,南京信息工程大学,南京市,
737,南通大学,南通市,
738,盐城工学院,盐城市,
739,南京农业大学,南京市,
740,南京医科大学,南京市,
741,徐州医科大学,徐州市,
742,南京中医药大学,南京市,
743,中国药科大学,南京市,
744,南京师范大学,南京市,
745,江苏师范大学,徐州市,
746,淮阴师范学院,淮安市,
747,盐城师范学院,盐城市,
748,南京财经大学,南京市,
749,江苏警官学院,南京市,
750,南京体育学院,南京市,
751,南京艺术学院,南京市,
752,苏州科技大学,苏州市,
753,常熟理工学院,苏州市,
754,淮阴工学院,淮安市,
755,常州工学院,常州市,
756,扬州大学,扬州市,
757,三江学院,南京市,
758,南京工程学院,南京市,
759,南京审计大学,南京市,
760,南京晓庄学院,南京市,
761,江苏理工学院,常州市,
762,淮海工学院,连云港市,
763,徐州工程学院,徐州市,
764,南京特殊教育师范学院,南京市,
765,南通理工学院,南通市,
766,南京森林警察学院,南京市,
767,东南大学成贤学院,南京市,
768,泰州学院,泰州市,
769,无锡太湖学院,无锡市,
770,金陵科技学院,南京市,
771,中国矿业大学徐海学院,徐州市,
772,南京大学金陵学院,南京市,
773,南京理工大学紫金学院,南京市,
774,南京航空航天大学金城学院,南京市,
775,中国传媒大学南广学院,南京市,
776,南京理工大学泰州科技学院,泰州市,
777,南京师范大学泰州学院,泰州市,
778,南京工业大学浦江学院,南京市,
779,南京师范大学中北学院,南京市,
780,南京医科大学康达学院,连云港市,
781,南京中医药大学翰林学院,泰州市,
782,南京信息工程大学滨江学院,南京市,
783,苏州大学文正学院,苏州市,
784,苏州大学应用技术学院,苏州市,
785,苏州科技大学天平学院,苏州市,
786,江苏大学京江学院,镇江市,
787,扬州大学广陵学院,扬州市,
788,江苏师范大学科文学院,徐州市,
789,南京邮电大学通达学院,扬州市,
790,南京财经大学红山学院,镇江市,
791,江苏科技大学苏州理工学院,张家港市,
792,常州大学怀德学院,泰州市,
793,南通大学杏林学院,南通市,
794,南京审计大学金审学院,南京市,
795,宿迁学院,宿迁市,
796,江苏第二师范学院,南京市,
797,西交利物浦大学,苏州市,
798,昆山杜克大学,苏州市,
799,盐城幼儿师范高等专科学校,盐城市,
800,苏州幼儿师范高等专科学校,苏州市,
801,民办明达职业技术学院,盐城市,
802,无锡职业技术学院,无锡市,
803,江苏建筑职业技术学院,徐州市,
804,南京工业职业技术学院,南京市,
805,江苏工程职业技术学院,南通市,
806,苏州工艺美术职业技术学院,苏州市,
807,连云港职业技术学院,连云港市,
808,镇江市高等专科学校,镇江市,
809,南通职业大学,南通市,
810,苏州职业大学,苏州市,
811,沙洲职业工学院,苏州市,
812,扬州市职业大学,扬州市,
813,连云港师范高等专科学校,连云港市,
814,江苏经贸职业技术学院,南京市,
815,九州职业技术学院,徐州市,
816,硅湖职业技术学院,苏州市,
817,泰州职业技术学院,泰州市,
818,常州信息职业技术学院,常州市,
819,江苏联合职业技术学院,南京市,
820,江苏海事职业技术学院,南京市,
821,应天职业技术学院,南京市,
822,无锡科技职业学院,无锡市,
823,盐城卫生职业技术学院,盐城市,
824,扬州环境资源职业技术学院,扬州市,
825,南通科技职业学院,南通市,
826,苏州经贸职业技术学院,苏州市,
827,苏州工业职业技术学院,苏州市,
828,苏州托普信息职业技术学院,苏州市,
829,苏州卫生职业技术学院,苏州市,
830,无锡商业职业技术学院,无锡市,
831,南通航运职业技术学院,南通市,
832,南京交通职业技术学院,南京市,
833,淮安信息职业技术学院,淮安市,
834,江苏农牧科技职业学院,泰州市,
835,常州纺织服装职业技术学院,常州市,
836,苏州农业职业技术学院,苏州市,
837,苏州工业园区职业技术学院,苏州市,
838,太湖创意职业技术学院,无锡市,
839,炎黄职业技术学院,淮安市,
840,南京科技职业学院,南京市,
841,正德职业技术学院,南京市,
842,钟山职业技术学院,南京市,
843,无锡南洋职业技术学院,无锡市,
844,江南影视艺术职业学院,无锡市,
845,金肯职业技术学院,南京市,
846,常州轻工职业技术学院,常州市,
847,常州工程职业技术学院,常州市,
848,江苏农林职业技术学院,镇江市,
849,江苏食品药品职业技术学院,淮安市,
850,建东职业技术学院,常州市,
851,南京铁道职业技术学院,南京市,
852,徐州工业职业技术学院,徐州市,
853,江苏信息职业技术学院,无锡市,
854,宿迁职业技术学院,宿迁市,
855,南京信息职业技术学院,南京市,
856,江海职业技术学院,扬州市,
857,常州机电职业技术学院,常州市,
858,江阴职业技术学院,无锡市,
859,无锡城市职业技术学院,无锡市,
860,无锡工艺职业技术学院,无锡市,
861,金山职业技术学院,镇江市,
862,苏州健雄职业技术学院,苏州市,
863,盐城工业职业技术学院,盐城市,
864,江苏财经职业技术学院,淮安市,
865,扬州工业职业技术学院,扬州市,
866,苏州港大思培科技职业学院,苏州市,
867,昆山登云科技职业学院,苏州市,
868,南京视觉艺术职业学院,南京市,
869,江苏城市职业学院,南京市,
870,南京城市职业学院,南京市,
871,南京机电职业技术学院,南京市,
872,苏州高博软件技术职业学院,苏州市,
873,南京旅游职业学院,南京市,
874,江苏建康职业学院,南京市,
875,苏州信息职业技术学院,苏州市,
876,宿迁泽达职业技术学院,宿迁市,
877,苏州工业园区服务外包职业学院,苏州市,
878,徐州幼儿师范高等专科学校,徐州市,
879,徐州生物工程职业技术学院,徐州市,
880,江苏商贸职业学院,南通市,
881,南通师范高等专科学校,南通市,
882,扬州中瑞酒店职业学院,扬州市,
883,江苏护理职业学院,淮安市,
884,江苏财会职业学院,连云港市,
885,江苏城乡建设职业学院,常州市,
886,江苏航空职业技术学院,镇江市,
887,江苏安全技术职业学院,徐州市,
浙江省（107所）,,,
888,浙江大学,杭州市,
889,杭州电子科技大学,杭州市,
890,浙江工业大学,杭州市,
891,浙江理工大学,杭州市,
892,浙江海洋大学,舟山市,
893,浙江农林大学,杭州市,
894,温州医科大学,温州市,
895,浙江中医药大学,杭州市,
896,浙江师范大学,金华市,
897,杭州师范大学,杭州市,
898,湖州师范学院,湖州市,
899,绍兴文理学院,绍兴市,
900,台州学院,台州市,
901,温州大学,温州市,
902,丽水学院,丽水市,
903,浙江工商大学,杭州市,
904,嘉兴学院,嘉兴市,
905,中国美术学院,杭州市,
906,中国计量大学,杭州市,
907,公安海警学院,宁波市,
908,浙江万里学院,宁波市,
909,浙江科技学院,杭州市,
910,宁波工程学院,宁波市,
911,浙江水利水电学院,杭州市,
912,浙江财经大学,杭州市,
913,浙江警察学院,杭州市,
914,衢州学院,衢州市,
915,宁波大学,宁波市,
916,浙江传媒学院,杭州市,
917,浙江树人学院,杭州市,
918,浙江越秀外国语学院,绍兴市,
919,宁波大红鹰学院,宁波市,
920,浙江大学城市学院,杭州市,
921,浙江大学宁波理工学院,宁波市,
922,杭州医学院,杭州市,
923,浙江工业大学之江学院,杭州市,
924,浙江师范大学行知学院,金华市,
925,宁波大学科学技术学院,宁波市,
926,杭州电子科技大学信息工程学院,杭州市,
927,浙江理工大学科技与艺术学院,杭州市,
928,浙江海洋大学东海科学技术学院,舟山市,
929,浙江农林大学暨阳学院,绍兴市,
930,温州医科大学仁济学院,温州市,
931,浙江中医药大学滨江学院,杭州市,
932,杭州师范大学钱江学院,杭州市,
933,湖州师范学院求真学院,湖州市,
934,绍兴文理学院元培学院,绍兴市,
935,温州大学瓯江学院,温州市,
936,浙江工商大学杭州商学院,杭州市,
937,嘉兴学院南湖学院,嘉兴市,
938,中国计量大学现代科技学院,杭州市,
939,浙江财经大学东方学院,嘉兴市,
940,温州商学院,温州市,
941,同济大学浙江学院,嘉兴市,
942,上海财经大学浙江学院,金华市,
943,浙江外国语学院,杭州市,
944,浙江音乐学院,杭州市,
945,宁波诺丁汉大学,宁波市,
946,温州肯恩大学,温州市,
947,宁波职业技术学院,宁波市,
948,温州职业技术学院,温州市,
949,浙江交通职业技术学院,杭州市,
950,金华职业技术学院,金华市,
951,宁波城市职业技术学院,宁波市,
952,浙江电力职业技术学院,杭州市,
953,浙江同济科技职业学院,杭州市,
954,浙江工商职业技术学院,宁波市,
955,台州职业技术学院,台州市,
956,浙江工贸职业技术学院,温州市,
957,浙江医药高等专科学校,宁波市,
958,浙江机电职业技术学院,杭州市,
959,浙江建设职业技术学院,杭州市,
960,浙江艺术职业学院,杭州市,
961,浙江经贸职业技术学院,杭州市,
962,浙江商业职业技术学院,杭州市,
963,浙江经济职业技术学院,杭州市,
964,浙江旅游职业学院,杭州市,
965,浙江育英职业技术学院,杭州市,
966,浙江警官职业学院,杭州市,
967,浙江金融职业学院,杭州市,
968,浙江工业职业技术学院,绍兴市,
969,杭州职业技术学院,杭州市,
970,嘉兴职业技术学院,嘉兴市,
971,湖州职业技术学院,湖州市,
972,绍兴职业技术学院,绍兴市,
973,衢州职业技术学院,衢州市,
974,丽水职业技术学院,丽水市,
975,浙江东方职业技术学院,温州市,
976,义乌工商职业技术学院,金华市,
977,浙江纺织服装职业技术学院,宁波市,
978,杭州科技职业技术学院,杭州市,
979,浙江长征职业技术学院,杭州市,
980,嘉兴南洋职业技术学院,嘉兴市,
981,浙江广厦建设职业技术学院,金华市,
982,杭州万向职业技术学院,杭州市,
983,浙江邮电职业技术学院,绍兴市,
984,宁波卫生职业技术学院,宁波市,
985,台州科技职业学院,台州市,
986,浙江国际海运职业技术学院,舟山市,
987,浙江体育职业技术学院,杭州市,
988,温州科技职业学院,温州市,
989,浙江汽车职业技术学院,台州市,
990,浙江横店影视职业学院,金华市,
991,浙江农业商贸职业学院,绍兴市,
992,浙江特殊教育职业学院,杭州市,
993,浙江安防职业技术学院,温州市,
994,浙江舟山群岛新区旅游与健康职业学院,舟山市,
安徽省（119所）,,,
995,安徽大学,合肥市,
996,中国科学技术大学,合肥市,
997,合肥工业大学,合肥市,
998,安徽工业大学,马鞍山市,
999,安徽理工大学,淮南市,
1000,安徽工程大学,芜湖市,
1001,安徽农业大学,合肥市,
1002,安徽医科大学,合肥市,
1003,蚌埠医学院,蚌埠市,
1004,皖南医学院,芜湖市,
1005,安徽中医药大学,合肥市,
1006,安徽师范大学,芜湖市,
1007,阜阳师范学院,阜阳市,
1008,安庆师范大学,安庆市,
1009,淮北师范大学,淮北市,
1010,黄山学院,黄山市,
1011,皖西学院,六安市,
1012,滁州学院,滁州市,
1013,安徽财经大学,蚌埠市,
1014,宿州学院,宿州市,
1015,巢湖学院,合肥市,
1016,淮南师范学院,淮南市,
1017,铜陵学院,铜陵市,
1018,安徽建筑大学,合肥市,
1019,安徽科技学院,滁州市,
1020,安徽三联学院,合肥市,
1021,合肥学院,合肥市,
1022,蚌埠学院,蚌埠市,
1023,池州学院,池州市,
1024,安徽新华学院,合肥市,
1025,安徽文达信息工程学院,合肥市,
1026,亳州学院,亳州市,
1027,安徽外国语学院,合肥市,
1028,安徽财经大学商学院,蚌埠市,
1029,安徽大学江淮学院,合肥市,
1030,安徽信息工程学院,芜湖市,
1031,安徽工业大学工商学院,马鞍山市,
1032,安徽建筑大学城市建设学院,合肥市,
1033,安徽农业大学经济技术学院,合肥市,
1034,安徽师范大学皖江学院,芜湖市,
1035,安徽医科大学临床医学院,合肥市,
1036,阜阳师范学院信息工程学院,阜阳市,
1037,淮北师范大学信息学院,淮北市,
1038,合肥师范学院,合肥市,
1039,河海大学文天学院,马鞍山市,
1040,安徽职业技术学院,合肥市,
1041,淮北职业技术学院,淮北市,
1042,芜湖职业技术学院,芜湖市,
1043,淮南联合大学,淮南市,
1044,安徽商贸职业技术学院,芜湖市,
1045,安徽水利水电职业技术学院,合肥市,
1046,阜阳职业技术学院,阜阳市,
1047,铜陵职业技术学院,铜陵市,
1048,民办万博科技职业学院,合肥市,
1049,安徽警官职业学院,合肥市,
1050,淮南职业技术学院,淮南市,
1051,安徽工业经济职业技术学院,合肥市,
1052,合肥通用职业技术学院,合肥市,
1053,安徽工贸职业技术学院,淮南市,
1054,宿州职业技术学院,宿州市,
1055,六安职业技术学院,六安市,
1056,安徽电子信息职业技术学院,蚌埠市,
1057,民办合肥经济技术职业学院,合肥市,
1058,安徽交通职业技术学院,合肥市,
1059,安徽体育运动职业技术学院,合肥市,
1060,安徽中医药高等专科学校,芜湖市,
1061,安徽医学高等专科学校,合肥市,
1062,合肥职业技术学院,合肥市,
1063,滁州职业技术学院,滁州市,
1064,池州职业技术学院,池州市,
1065,宣城职业技术学院,宣城市,
1066,安徽广播影视职业技术学院,合肥市,
1067,民办合肥滨湖职业技术学院,合肥市,
1068,安徽电气工程职业技术学院,合肥市,
1069,安徽冶金科技职业学院,马鞍山市,
1070,安徽城市管理职业学院,合肥市,
1071,安徽机电职业技术学院,芜湖市,
1072,安徽工商职业学院,合肥市,
1073,安徽中澳科技职业学院,合肥市,
1074,阜阳科技职业学院,阜阳市,
1075,亳州职业技术学院,亳州市,
1076,安徽国防科技职业学院,六安市,
1077,安庆职业技术学院,安庆市,
1078,安徽艺术职业学院,合肥市,
1079,马鞍山师范高等专科学校,马鞍山市,
1080,安徽财贸职业学院,合肥市,
1081,安徽国际商务职业学院,合肥市,
1082,安徽公安职业学院,合肥市,
1083,安徽林业职业技术学院,合肥市,
1084,安徽审计职业学院,合肥市,
1085,安徽新闻出版职业技术学院,合肥市,
1086,安徽邮电职业技术学院,合肥市,
1087,安徽工业职业技术学院,铜陵市,
1088,民办合肥财经职业学院,合肥市,
1089,安庆医药高等专科学校,安庆市,
1090,安徽涉外经济职业学院,合肥市,
1091,安徽绿海商务职业学院,合肥市,
1092,合肥共达职业技术学院,合肥市,
1093,蚌埠经济技术职业学院,蚌埠市,
1094,民办安徽旅游职业学院,阜阳市,
1095,徽商职业学院,合肥市,
1096,马鞍山职业技术学院,马鞍山市,
1097,安徽现代信息工程职业学院,六安市,
1098,安徽矿业职业技术学院,淮北市,
1099,合肥信息技术职业学院,合肥市,
1100,桐城师范高等专科学校,安庆市,
1101,黄山职业技术学院,黄山市,
1102,滁州城市职业学院,滁州市,
1103,安徽汽车职业技术学院,合肥市,
1104,皖西卫生职业学院,六安市,
1105,合肥幼儿师范高等专科学校,合肥市,
1106,安徽长江职业学院,合肥市,
1107,安徽扬子职业技术学院,芜湖市,
1108,安徽黄梅戏艺术职业学院,安庆市,
1109,安徽粮食工程职业学院,合肥市,
1110,安徽人口职业学院,池州市,
1111,合肥科技职业学院,合肥市,
1112,皖北卫生职业学院,宿州市,
1113,阜阳幼儿师范高等专科学校,阜阳市,
福建省（88所）,,,
1114,厦门大学,厦门市,
1115,华侨大学,泉州市,
1116,福州大学,福州市,
1117,福建工程学院,福州市,
1118,福建农林大学,福州市,
1119,集美大学,厦门市,
1120,福建医科大学,福州市,
1121,福建中医药大学,福州市,
1122,福建师范大学,福州市,
1123,闽江学院,福州市,
1124,武夷学院,南平市,
1125,宁德师范学院,宁德市,
1126,泉州师范学院,泉州市,
1127,闽南师范大学,漳州市,
1128,厦门理工学院,厦门市,
1129,三明学院,三明市,
1130,龙岩学院,龙岩市,
1131,福建商学院,福州市,
1132,福建警察学院,福州市,
1133,莆田学院,莆田市,
1134,仰恩大学,泉州市,
1135,厦门医学院,厦门市,
1136,厦门华厦学院,厦门市,
1137,闽南理工学院,泉州市,
1138,福建师范大学闽南科技学院,泉州市,
1139,福建农林大学东方学院,福州市,
1140,厦门工学院,厦门市,
1141,阳光学院,福州市,
1142,厦门大学嘉庚学院,漳州市,
1143,福州大学至诚学院,福州市,
1144,集美大学诚毅学院,厦门市,
1145,福建师范大学协和学院,福州市,
1146,福州外语外贸学院,福州市,
1147,福建江夏学院,福州市,
1148,泉州信息工程学院,泉州市,
1149,福州理工学院,福州市,
1150,福建农林大学金山学院,福州市,
1151,福建船政交通职业学院,福州市,
1152,漳州职业技术学院,漳州市,
1153,闽西职业技术学院,龙岩市,
1154,黎明职业大学,泉州市,
1155,福建华南女子职业学院,福州市,
1156,福州职业技术学院,福州市,
1157,福建林业职业技术学院,南平市,
1158,福建信息职业技术学院,福州市,
1159,福建水利电力职业技术学院,三明市,
1160,福建电力职业技术学院,泉州市,
1161,厦门海洋职业技术学院,厦门市,
1162,福建农业职业技术学院,福州市,
1163,福建卫生职业技术学院,福州市,
1164,泉州医学高等专科学校,泉州市,
1165,福州英华职业学院,福州市,
1166,泉州纺织服装职业学院,泉州市,
1167,泉州华光职业学院,泉州市,
1168,泉州理工职业学院,泉州市,
1169,福建警官职业学院,福州市,
1170,闽北职业技术学院,南平市,
1171,福州黎明职业技术学院,福州市,
1172,厦门演艺职业学院,厦门市,
1173,厦门华天涉外职业技术学院,厦门市,
1174,福州科技职业技术学院,福州市,
1175,泉州经贸职业技术学院,泉州市,
1176,福建对外经济贸易职业技术学院,福州市,
1177,湄洲湾职业技术学院,莆田市,
1178,福建生物工程职业技术学院,福州市,
1179,福建艺术职业学院,福州市,
1180,福建幼儿师范高等专科学校,福州市,
1181,厦门城市职业学院,厦门市,
1182,泉州工艺美术职业学院,泉州市,
1183,三明职业技术学院,三明市,
1184,宁德职业技术学院,宁德市,
1185,福州软件职业技术学院,福州市,
1186,厦门兴才职业技术学院,厦门市,
1187,厦门软件职业技术学院,厦门市,
1188,福建体育职业技术学院,福州市,
1189,漳州城市职业学院,漳州市,
1190,厦门南洋职业学院,厦门市,
1191,厦门东海职业技术学院,厦门市,
1192,漳州科技职业学院,漳州市,
1193,漳州理工职业学院,漳州市,
1194,武夷山职业学院,南平市,
1195,漳州卫生职业学院,漳州市,
1196,泉州海洋职业学院,泉州市,
1197,泉州轻工职业学院,泉州市,
1198,厦门安防科技职业学院,厦门市,
1199,泉州幼儿师范高等专科学校,泉州市,
1200,闽江师范高等专科学校,福州市,
1201,泉州工程职业技术学院,泉州市,
江西省（98所）,,,
1202,南昌大学,南昌市,
1203,华东交通大学,南昌市,
1204,东华理工大学,抚州市,
1205,南昌航空大学,南昌市,
1206,江西理工大学,赣州市,
1207,景德镇陶瓷大学,景德镇市,
1208,江西农业大学,南昌市,
1209,江西中医药大学,南昌市,
1210,赣南医学院,赣州市,
1211,江西师范大学,南昌市,
1212,上饶师范学院,上饶市,
1213,宜春学院,宜春市,
1214,赣南师范大学,赣州市,
1215,井冈山大学,吉安市,
1216,江西财经大学,南昌市,
1217,江西科技学院,南昌市,
1218,景德镇学院,景德镇市,
1219,萍乡学院,萍乡市,
1220,江西科技师范大学,南昌市,
1221,南昌工程学院,南昌市,
1222,江西警察学院,南昌市,
1223,新余学院,新余市,
1224,九江学院,九江市,
1225,江西工程学院,新余市,
1226,南昌理工学院,南昌市,
1227,江西应用科技学院,南昌市,
1228,江西服装学院,南昌市,
1229,南昌工学院,南昌市,
1230,南昌大学科学技术学院,南昌市,
1231,南昌大学共青学院,九江市,
1232,华东交通大学理工学院,南昌市,
1233,东华理工大学长江学院,抚州市,
1234,南昌航空大学科技学院,南昌市,
1235,江西理工大学应用科学学院,赣州市,
1236,景德镇陶瓷大学科技艺术学院,景德镇市,
1237,江西农业大学南昌商学院,南昌市,
1238,江西中医药大学科技学院,南昌市,
1239,江西师范大学科学技术学院,南昌市,
1240,赣南师范大学科技学院,赣州市,
1241,江西科技师范大学理工学院,南昌市,
1242,江西财经大学现代经济管理学院,南昌市,
1243,南昌师范学院,南昌市,
1244,江西工业职业技术学院,南昌市,
1245,江西医学高等专科学校,上饶市,
1246,九江职业大学,九江市,
1247,九江职业技术学院,九江市,
1248,江西司法警官职业学院,南昌市,
1249,江西陶瓷工艺美术职业技术学院,景德镇市,
1250,江西旅游商贸职业学院,南昌市,
1251,江西电力职业技术学院,南昌市,
1252,江西环境工程职业学院,赣州市,
1253,江西艺术职业学院,南昌市,
1254,鹰潭职业技术学院,鹰潭市,
1255,江西信息应用职业技术学院,南昌市,
1256,江西交通职业技术学院,南昌市,
1257,江西财经职业学院,九江市,
1258,江西应用技术职业学院,赣州市,
1259,江西现代职业技术学院,南昌市,
1260,江西工业工程职业技术学院,萍乡市,
1261,江西机电职业技术学院,南昌市,
1262,江西科技职业学院,南昌市,
1263,南昌职业学院,南昌市,
1264,江西外语外贸职业学院,南昌市,
1265,江西工业贸易职业技术学院,南昌市,
1266,宜春职业技术学院,宜春市,
1267,江西应用工程职业学院,萍乡市,
1268,江西生物科技职业学院,南昌市,
1269,江西建设职业技术学院,南昌市,
1270,抚州职业技术学院,抚州市,
1271,南昌师范高等专科学校,南昌市,
1272,江西中医药高等专科学校,抚州市,
1273,江西先锋软件职业技术学院,南昌市,
1274,江西经济管理职业学院,南昌市,
1275,江西制造职业技术学院,南昌市,
1276,江西工程职业学院,南昌市,
1277,江西青年职业学院,南昌市,
1278,上饶职业技术学院,上饶市,
1279,江西航空职业技术学院,南昌市,
1280,江西农业工程职业学院,宜春市,
1281,赣西科技职业学院,新余市,
1282,江西卫生职业学院,南昌市,
1283,江西新能源科技职业学院,新余市,
1284,江西枫林涉外经贸职业学院,九江市,
1285,江西泰豪动漫职业学院,南昌市,
1286,江西冶金职业技术学院,新余市,
1287,江西管理职业学院,南昌市,
1288,江西传媒职业学院,南昌市,
1289,江西工商职业技术学院,南昌市,
1290,景德镇陶瓷职业技术学院,景德镇市,
1291,共青科技职业学院,九江市,
1292,赣州师范高等专科学校,赣州市,
1293,江西水利职业学院,南昌市,
1294,宜春幼儿师范高等专科学校,宜春市,
1295,吉安职业技术学院,吉安市,
1296,江西洪州职业学院,宜春市,
1297,江西师范高等专科学校,鹰潭市,
1298,南昌影视传播职业学院,南昌市,
1299,赣南卫生健康职业学院,赣州市,
山东省（144所）,,,
1300,山东大学,济南市,
1301,中国海洋大学,青岛市,
1302,山东科技大学,青岛市,
1303,中国石油大学（华东）,青岛市,
1304,青岛科技大学,青岛市,
1305,济南大学,济南市,
1306,青岛理工大学,青岛市,
1307,山东建筑大学,济南市,
1308,齐鲁工业大学,济南市,
1309,山东理工大学,淄博市,
1310,山东农业大学,泰安市,
1311,青岛农业大学,青岛市,
1312,潍坊医学院,潍坊市,
1313,泰山医学院,泰安市,
1314,滨州医学院,滨州市,
1315,山东中医药大学,济南市,
1316,济宁医学院,济宁市,
1317,山东师范大学,济南市,
1318,曲阜师范大学,济宁市,
1319,聊城大学,聊城市,
1320,德州学院,德州市,
1321,滨州学院,滨州市,
1322,鲁东大学,烟台市,
1323,临沂大学,临沂市,
1324,泰山学院,泰安市,
1325,济宁学院,济宁市,
1326,菏泽学院,菏泽市,
1327,山东财经大学,济南市,
1328,山东体育学院,济南市,
1329,山东艺术学院,济南市,
1330,齐鲁医药学院,淄博市,
1331,青岛滨海学院,青岛市,
1332,枣庄学院,枣庄市,
1333,山东工艺美术学院,济南市,
1334,青岛大学,青岛市,
1335,烟台大学,烟台市,
1336,潍坊学院,潍坊市,
1337,山东警察学院,济南市,
1338,山东交通学院,济南市,
1339,山东工商学院,烟台市,
1340,山东女子学院,济南市,
1341,烟台南山学院,烟台市,
1342,潍坊科技学院,潍坊市,
1343,山东英才学院,济南市,
1344,青岛恒星科技学院,青岛市,
1345,青岛黄海学院,青岛市,
1346,山东现代学院,济南市,
1347,山东协和学院,济南市,
1348,烟台大学文经学院,烟台市,
1349,聊城大学东昌学院,聊城市,
1350,青岛理工大学琴岛学院,青岛市,
1351,山东师范大学历山学院,济南市,
1352,山东财经大学燕山学院,济南市,
1353,中国石油大学胜利学院,东营市,
1354,山东科技大学泰山科技学院,泰安市,
1355,山东华宇工学院,德州市,
1356,青岛工学院,青岛市,
1357,青岛农业大学海都学院,烟台市,
1358,齐鲁理工学院,济南市,
1359,山东财经大学东方学院,泰安市,
1360,济南大学泉城学院,济南市,
1361,山东政法学院,济南市,
1362,齐鲁师范学院,济南市,
1363,山东青年政治学院,济南市,
1364,北京电影学院现代创意媒体学院,青岛市,
1365,山东管理学院,济南市,
1366,山东农业工程学院,济南市,
1367,山东医学高等专科学校,临沂市,
1368,菏泽医学专科学校,菏泽市,
1369,山东商业职业技术学院,济南市,
1370,山东电力高等专科学校,济南市,
1371,日照职业技术学院,日照市,
1372,曲阜远东职业技术学院,济宁市,
1373,青岛职业技术学院,青岛市,
1374,威海职业学院,威海市,
1375,山东职业学院,济南市,
1376,山东劳动职业技术学院,济南市,
1377,莱芜职业技术学院,莱芜市,
1378,济宁职业技术学院,济宁市,
1379,潍坊职业学院,潍坊市,
1380,烟台职业学院,烟台市,
1381,东营职业学院,东营市,
1382,聊城职业技术学院,聊城市,
1383,滨州职业学院,滨州市,
1384,山东科技职业学院,潍坊市,
1385,山东服装职业学院,泰安市,
1386,德州科技职业学院,德州市,
1387,山东力明科技职业学院,泰安市,
1388,山东圣翰财贸职业学院,济南市,
1389,山东水利职业学院,日照市,
1390,山东畜牧兽医职业学院,潍坊市,
1391,青岛飞洋职业技术学院,青岛市,
1392,东营科技职业学院,东营市,
1393,山东交通职业学院,潍坊市,
1394,淄博职业学院,淄博市,
1395,山东外贸职业学院,青岛市,
1396,青岛酒店管理职业技术学院,青岛市,
1397,山东信息职业技术学院,潍坊市,
1398,青岛港湾职业技术学院,青岛市,
1399,山东胜利职业学院,东营市,
1400,山东经贸职业学院,潍坊市,
