100206皮肤病与性病学,西安交通大学
100207影像医学与核医学,首都医科大学
100207影像医学与核医学,中国医科大学
100207影像医学与核医学,华中科技大学
100207影像医学与核医学,第四军医大学
100210外科学,清华大学
100210外科学,哈尔滨医科大学
100210外科学,中南大学
100210外科学,南方医科大学
100210外科学,第四军医大学
100210外科学,第四军医大学
100210外科学,军医进修学院
100211妇产科学,浙江大学
100212眼科学,浙江大学
100212眼科学,第三军医大学
100214肿瘤学,广西医科大学
100217麻醉学,四川大学
100301口腔基础医学,上海交通大学
100301口腔基础医学,第四军医大学
100503中医医史文献,上海中医药大学
100506中医内科学,黑龙江中医药大学
100506中医内科学,南京中医药大学
100506中医内科学,山东中医药大学
100512针灸推拿学,上海中医药大学
100404儿少卫生与妇幼保健学,北京大学
100404儿少卫生与妇幼保健学,华中科技大学
100405卫生毒理学,第三军医大学
100601中西医结合基础,华中科技大学
100701药物化学,山东大学
100704药物分析学,浙江大学
100706药理学,华中科技大学
120100管理科学与工程,复旦大学
120100管理科学与工程,中国科学技术大学
120100管理科学与工程,华中科技大学
120202企业管理,上海交通大学
120204技术经济及管理,天津大学
120204技术经济及管理,大连理工大学
120204技术经济及管理,吉林大学
120204技术经济及管理,河海大学
120301农业经济管理,浙江大学
120302林业经济管理,北京林业大学
